l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
guy	ADJ	guy
henrion	NOM	henrion
,	PUN	,
6	NUM	@card@
rue	NOM	rue
de	PRP	de
chiny	NOM	chiny
,	PUN	,
tél	ABR	téléphone
.	SENT	.
et	KON	et
fax	NOM	fax
.	SENT	.
03.29	NUM	@card@
.	SENT	.
80.03	NUM	@card@
.	SENT	.
30	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
nuit	NOM	nuit
:	PUN	:
françois	ADJ	françois
,	PUN	,
rue	NOM	rue
mabille	NOM	mabille
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
80.10	NUM	@card@
.	SENT	.
38	NUM	@card@
croix-rouge	NOM	croix-rouge
:	PUN	:
de	PRP	de
11	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h.	ABR	h.
