l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
michel	NOM	michel
hentzler	NOM	hentzler
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
90.73	NUM	@card@
.	SENT	.
13	NUM	@card@
ou	KON	ou
06.73	NUM	@card@
.	SENT	.
42.00	NUM	@card@
.	SENT	.
68	NUM	@card@
fax	NOM	fax
03.29	NUM	@card@
.	SENT	.
90.73	NUM	@card@
.	SENT	.
80	NUM	@card@
email	NOM	email
:	PUN	:
michel	NOM	michel
.	SENT	.
hentzler	VER:infi	hentzler
@	ADJ	@
free	NOM	free
.	SENT	.
fr	NOM	fr
mairie	NOM	mairie
:	PUN	:
8	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
et	KON	et
17	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
