c'	PRO:DEM	ce
est	VER:pres	être
en	PRP	en
présence	NOM	présence
d'	PRP	de
un	DET:ART	un
public	NOM	public
relativement	ADV	relativement
clairsemé	VER:pper	clairsemer
que	KON	que
s'	PRO:PER	se
est	VER:pres	être
déroulée	VER:pper	dérouler
l'	DET:ART	le
assemblée	NOM	assemblée
générale	ADJ	général
de	PRP	de
l'	DET:ART	le
association	NOM	association
d'	PRP	de
éducation	NOM	éducation
populaire	ADJ	populaire
le	DET:ART	le
coq	NOM	coq
sans	PRP	sans
tête	NOM	tête
dans	PRP	dans
sa	DET:POS	son
salle	NOM	salle
à	PRP	à
chaux-la-lotière	NOM	chaux-la-lotière
.	SENT	.
une	DET:ART	un
assemblée	NOM	assemblée
présidée	VER:pper	présider
par	PRP	par
séverine	ADJ	séverine
jobard	NOM	jobard
,	PUN	,
en	PRP	en
présence	NOM	présence
du	PRP:det	du
maire	NOM	maire
de	PRP	de
la	DET:ART	le
commune	NOM	commune
,	PUN	,
michel	NOM	michel
françois	ADJ	françois
.	SENT	.
après	PRP	après
avoir	VER:infi	avoir
fait	VER:pper	faire
le	DET:ART	le
tour	NOM	tour
des	PRP:det	du
manifestations	NOM	manifestation
de	PRP	de
l'	DET:ART	le
année	NOM	année
écoulée	VER:pper	écouler
avec	PRP	avec
,	PUN	,
en	PRP	en
particulier	NOM	particulier
,	PUN	,
la	DET:ART	le
fête	NOM	fête
de	PRP	de
la	DET:ART	le
patate	NOM	patate
qui	PRO:REL	qui
a	VER:pres	avoir
drainé	VER:pper	drainer
des	PRP:det	du
milliers	NOM	millier
de	PRP	de
visiteurs	NOM	visiteur
en	PRP	en
septembre	NOM	septembre
,	PUN	,
les	DET:ART	le
responsables	ADJ	responsable
ont	VER:pres	avoir
rappelé	VER:pper	rappeler
que	KON	que
les	DET:ART	le
séances	NOM	séance
de	PRP	de
gymnastique	NOM	gymnastique
d'	PRP	de
entretien	NOM	entretien
,	PUN	,
hélas	VER:simp	héler
assez	ADV	assez
peu	ADV	peu
fréquentées	VER:pper	fréquenter
,	PUN	,
avaient	VER:impf	avoir
toujours	ADV	toujours
lieu	NOM	lieu
le	DET:ART	le
vendredi	NOM	vendredi
de	PRP	de
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
21	NUM	@card@
h	ABR	heure
30	NUM	@card@
avec	PRP	avec
marie-claude	NOM	marie-claude
tiquet	NOM	tiquet
.	SENT	.
après	PRP	après
la	DET:ART	le
présentation	NOM	présentation
du	PRP:det	du
rapport	NOM	rapport
financier	ADJ	financier
par	PRP	par
olivier	NOM	olivier
krattinger	NOM	krattinger
,	PUN	,
l'	DET:ART	le
assemblée	NOM	assemblée
a	VER:pres	avoir
fixé	VER:pper	fixer
les	DET:ART	le
tarifs	NOM	tarif
des	PRP:det	du
cotisations	NOM	cotisation
(	PUN	(
8	NUM	@card@
,	ABR	,
3	NUM	@card@
	NOM	
pour	PRP	pour
les	DET:ART	le
enfants	NOM	enfant
)	PUN	)
et	KON	et
envisagé	VER:pper	envisager
un	DET:ART	un
certain	PRO:IND	certain
nombre	NOM	nombre
de	PRP	de
manifestations	NOM	manifestation
en	PRP	en
2003	NUM	@card@
:	PUN	:
loto	NOM	loto
le	DET:ART	le
15	NUM	@card@
février	NOM	février
,	PUN	,
soirée	NOM	soirée
choucroute	NOM	choucroute
le	DET:ART	le
15	NUM	@card@
mars	NOM	mars
...	PUN	...
et	KON	et
probablement	ADV	probablement
une	DET:ART	un
nouvelle	ADJ	nouveau
édition	NOM	édition
de	PRP	de
la	DET:ART	le
fête	NOM	fête
de	PRP	de
la	DET:ART	le
patate	NOM	patate
en	PRP	en
septembre	NOM	septembre
.	SENT	.
les	DET:ART	le
membres	NOM	membre
du	PRP:det	du
conseil	NOM	conseil
d'	PRP	de
administration	NOM	administration
renouvelables	ADJ	renouvelable
ont	VER:pres	avoir
été	VER:pper	être
reconduits	VER:pper	reconduire
et	KON	et
le	DET:ART	le
bureau	NOM	bureau
est	VER:pres	être
inchangé	ADJ	inchangé
:	PUN	:
présidente	NOM	président
,	PUN	,
séverine	ADJ	séverine
jobard	NOM	jobard
;	PUN	;
vice-présidents	NOM	vice-président
,	PUN	,
michel	NOM	michel
françois	ADJ	françois
et	KON	et
jean-louis	ADJ	jean-louis
turillon	NOM	turillon
;	PUN	;
secrétaire	NOM	secrétaire
,	PUN	,
isabelle	ADJ	isabelle
ciet	NOM	ciet
;	PUN	;
trésorier	NOM	trésorier
,	PUN	,
olivier	NOM	olivier
krattinger	NOM	krattinger
(	PUN	(
adjoint	VER:pper	adjoindre
,	PUN	,
sébastien	NOM	sébastien
françois	ADJ	françois
).	ADJ	).
