l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
gildo	NOM	gildo
magi	ADJ	magi
,	PUN	,
187	NUM	@card@
rue	NOM	rue
de	PRP	de
la	DET:ART	le
libération	NOM	libération
à	PRP	à
bouligny	NAM	bouligny
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.97	NUM	@card@
.	SENT	.
59	NUM	@card@
médecin	NOM	médecin
de	PRP	de
garde	NOM	garde
,	PUN	,
jusqu'au	NOM	jusqu'au
lundi	NOM	lundi
8	NUM	@card@
h	ABR	heure
:	PUN	:
régime	NOM	régime
général	ADJ	général
,	PUN	,
docteur	NOM	docteur
gobert	NAM	gobert
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.98	NUM	@card@
.	SENT	.
00	NUM	@card@
;	PUN	;
régime	NOM	régime
minier	ADJ	minier
,	PUN	,
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.81	NUM	@card@
.	SENT	.
06	NUM	@card@
auxiliaire	NOM	auxiliaire
médicale	ADJ	médical
:	PUN	:
mme	VER:simp	mme
leroy	NOM	leroy
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.82	NUM	@card@
.	SENT	.
21.04	NUM	@card@
.	SENT	.
44	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
:	PUN	:
jusqu'au	NOM	jusqu'au
lundi	NOM	lundi
14	NUM	@card@
h	ABR	heure
,	PUN	,
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.07	NUM	@card@
.	SENT	.
07	NUM	@card@
messe	NOM	messe
:	PUN	:
pour	PRP	pour
tout	PRO:IND	tout
le	DET:ART	le
secteur	NOM	secteur
pastoral	ADJ	pastoral
,	PUN	,
à	PRP	à
10	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
l'	DET:ART	le
église	NOM	église
de	PRP	de
domrémy-la-canne	NOM	domrémy-la-canne
.	SENT	.
harmonie	NOM	harmonie
municipale	ADJ	municipal
:	PUN	:
à	PRP	à
partir	VER:infi	partir
de	PRP	de
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
répétition	NOM	répétition
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
musique	NOM	musique
.	SENT	.
piscine	NOM	piscine
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
pour	PRP	pour
le	DET:ART	le
public	NOM	public
.	SENT	.
asbb	NOM	asbb
football	NOM	football
:	PUN	:
de	PRP	de
11	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
au	PRP:det	au
gymnase	NOM	gymnase
de	PRP	de
bouligny	NAM	bouligny
,	PUN	,
éliminatoires	NOM	éliminatoire
de	PRP	de
la	DET:ART	le
coupe	NOM	coupe
meuse	ADJ	meuse
en	PRP	en
salle	NOM	salle
pour	PRP	pour
les	DET:ART	le
poussins	NOM	poussin
.	SENT	.
