l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
gildo	NOM	gildo
magi	ADJ	magi
,	PUN	,
187	NUM	@card@
rue	NOM	rue
de	PRP	de
la	DET:ART	le
libération	NOM	libération
,	PUN	,
bouligny	NAM	bouligny
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.97	NUM	@card@
.	SENT	.
59	NUM	@card@
médecin	NOM	médecin
de	PRP	de
garde	NOM	garde
:	PUN	:
régime	NOM	régime
général	ADJ	général
,	PUN	,
en	PRP	en
cas	NOM	cas
d'	PRP	de
urgence	NOM	urgence
téléphoner	VER:infi	téléphoner
au	PRP:det	au
centre	NOM	centre
15	NUM	@card@
;	PUN	;
régime	NOM	régime
minier	ADJ	minier
,	PUN	,
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.81	NUM	@card@
.	SENT	.
06	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
:	PUN	:
jusque	PRP	jusque
14	NUM	@card@
h	ABR	heure
et	KON	et
après	PRP	après
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.07	NUM	@card@
.	SENT	.
07	NUM	@card@
bibliothèque	NOM	bibliothèque
:	PUN	:
fermée	VER:pper	fermer
.	SENT	.
permanence	NOM	permanence
en	PRP	en
mairie	NOM	mairie
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
de	PRP	de
la	DET:ART	le
caisse	NOM	caisse
primaire	ADJ	primaire
d'	PRP	de
assurance	NOM	assurance
maladie	NOM	maladie
de	PRP	de
la	DET:ART	le
meuse	NOM	meuse
.	SENT	.
permanence	NOM	permanence
cgt	ADJ	cgt
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
,	PUN	,
au	PRP:det	au
foyer	NOM	foyer
maurice	ADJ	maurice
thorez	ADJ	thorez
,	PUN	,
pour	PRP	pour
les	DET:ART	le
retraités	ADJ	retraité
et	KON	et
veuves	ADJ	veuf|veuve
de	PRP	de
la	DET:ART	le
mine	NOM	mine
.	SENT	.
scrabble	NOM	scrabble
:	PUN	:
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h	ABR	heure
,	PUN	,
à	PRP	à
la	DET:ART	le
salle	NOM	salle
du	PRP:det	du
scrabble	NOM	scrabble
,	PUN	,
ouvert	VER:pper	ouvrir
à	PRP	à
tous	PRO:IND	tout
.	SENT	.
entr'amis	NOM	entr'amis
:	PUN	:
à	PRP	à
14	NUM	@card@
h	ABR	heure
,	PUN	,
au	PRP:det	au
foyer	NOM	foyer
saint-pierre	NOM	saint-pierre
.	SENT	.
point	NOM	point
de	PRP	de
croix	NOM	croix
:	PUN	:
à	PRP	à
14	NUM	@card@
h	ABR	heure
,	PUN	,
à	PRP	à
la	DET:ART	le
salle	NOM	salle
grimau	ADJ	grimau
.	SENT	.
piscine	NOM	piscine
:	PUN	:
école	NOM	école
de	PRP	de
natation	NOM	natation
,	PUN	,
de	PRP	de
17	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
(	PUN	(
jeunes	ADJ	jeune
)	PUN	)
et	KON	et
de	PRP	de
18	NUM	@card@
h	ABR	heure
40	NUM	@card@
à	PRP	à
19	NUM	@card@
h	ABR	heure
30	NUM	@card@
(	PUN	(
adultes	ADJ	adulte
).	VER:futu	).
gym	NOM	gym
volontaire	ADJ	volontaire
:	PUN	:
de	PRP	de
19	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
au	PRP:det	au
gymnase	NOM	gymnase
.	SENT	.
asjpb	NOM	asjpb
basket-ball	NOM	basket-ball
:	PUN	:
à	PRP	à
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
joudreville	NOM	joudreville
,	PUN	,
entraînement	NOM	entraînement
des	PRP:det	du
cadets	NOM	cadet
et	KON	et
minimes	ADJ	minime
garçons	NOM	garçon
.	SENT	.
