c'	PRO:DEM	ce
est	VER:pres	être
bernard	NOM	bernard
muller	NOM	muller
,	PUN	,
maire	NOM	maire
et	KON	et
conseiller	NOM	conseiller
général	ADJ	général
qui	PRO:REL	qui
a	VER:pres	avoir
eu	VER:pper	avoir
le	DET:ART	le
plaisir	NOM	plaisir
d'	PRP	de
unir	VER:infi	unir
par	PRP	par
les	DET:ART	le
liens	NOM	lien
du	PRP:det	du
mariage	NOM	mariage
,	PUN	,
devant	VER:ppre	devoir
de	PRP	de
nombreux	ADJ	nombreux
parents	NOM	parent|parents
et	KON	et
amis	NOM	ami
,	PUN	,
francis	VER:simp	francis
poutot	NOM	poutot
,	PUN	,
chef	NOM	chef
des	PRP:det	du
ventes	NOM	vente
avec	PRP	avec
céline	ADJ	céline
wiatt	NOM	wiatt
,	PUN	,
sans	PRP	sans
profession	NOM	profession
.	SENT	.
après	PRP	après
l'	DET:ART	le
échange	NOM	échange
des	PRP:det	du
anneaux	NOM	anneau
,	PUN	,
sous	PRP	sous
les	DET:ART	le
applaudissements	NOM	applaudissement
,	PUN	,
le	DET:ART	le
maire	NOM	maire
remit	VER:simp	remettre
au	PRP:det	au
jeune	ADJ	jeune
couple	NOM	couple
l'	DET:ART	le
assiette	NOM	assiette
traditionnelle	ADJ	traditionnel
en	PRP	en
faïence	NOM	faïence
peinte	VER:pper	peindre
main	NOM	main
de	PRP	de
badonviller	NOM	badonviller
,	PUN	,
au	PRP:det	au
nom	NOM	nom
de	PRP	de
la	DET:ART	le
municipalité	NOM	municipalité
et	KON	et
fut	VER:simp	être
le	DET:ART	le
premier	NUM	premier
à	PRP	à
féliciter	VER:infi	féliciter
la	DET:ART	le
mariée	NOM	marié
.	SENT	.
tous	PRO:IND	tout
nos	DET:POS	notre
v	NOM	v
	ADJ	
ux	ADJ	ux
de	PRP	de
bonheur	NOM	bonheur
.	SENT	.
