c'	PRO:DEM	ce
est	VER:pres	être
lundi	NOM	lundi
6	NUM	@card@
janvier	NOM	janvier
que	PRO:REL	que
s'	PRO:PER	se
effectuera	VER:futu	effectuer
le	DET:ART	le
premier	NUM	premier
ramassage	NOM	ramassage
des	PRP:det	du
bacs	NOM	bac
à	PRP	à
couvercle	NOM	couvercle
jaune	ADJ	jaune
qui	PRO:REL	qui
contiendront	VER:futu	contenir
les	DET:ART	le
journaux	NOM	journal|journau
,	PUN	,
les	DET:ART	le
papiers	NOM	papier
,	PUN	,
les	DET:ART	le
cartons	NOM	carton
,	PUN	,
les	DET:ART	le
flacons	NOM	flacon
plastique	ADJ	plastique
,	PUN	,
les	DET:ART	le
briques	NOM	brique
de	PRP	de
liquide	NOM	liquide
alimentaire	ADJ	alimentaire
.	SENT	.
les	DET:ART	le
bacs	NOM	bac
devront	VER:futu	devoir
être	VER:infi	être
déposés	VER:pper	déposer
en	PRP	en
même	ADJ	même
temps	NOM	temps
que	KON	que
les	DET:ART	le
bacs	NOM	bac
à	PRP	à
ordures	NOM	ordure
ménagères	ADJ	ménager
.	SENT	.
ensuite	ADV	ensuite
,	PUN	,
le	DET:ART	le
ramassage	NOM	ramassage
des	PRP:det	du
bacs	NOM	bac
à	PRP	à
couvercle	NOM	couvercle
jaune	ADJ	jaune
s'	PRO:PER	se
effectuera	VER:futu	effectuer
tous	PRO:IND	tout
les	DET:ART	le
quinze	NUM	quinze
jours	NOM	jour
,	PUN	,
tandis	KON	tandis
que	KON	que
les	DET:ART	le
bacs	NOM	bac
à	PRP	à
ordures	NOM	ordure
ménagères	ADJ	ménager
continueront	VER:futu	continuer
à	PRP	à
être	VER:infi	être
ramassés	VER:pper	ramasser
chaque	PRO:IND	chaque
lundi	NOM	lundi
.	SENT	.
