c'	PRO:DEM	ce
est	VER:pres	être
presque	ADV	presque
une	DET:ART	un
tradition	NOM	tradition
la	DET:ART	le
nuit	NOM	nuit
du	PRP:det	du
nouvel	ADJ	nouveau
an	NOM	an
mais	KON	mais
il	PRO:PER	il
existe	VER:pres	exister
de	PRP	de
meilleures	ADJ	meilleur
recettes	NOM	recette
pour	PRP	pour
dégriser	VER:infi	dégriser
.	SENT	.
en	PRP	en
quittant	VER:ppre	quitter
la	DET:ART	le
discothèque	NOM	discothèque
les	DET:ART	le
tonnelles	NOM	tonnelle
,	PUN	,
à	PRP	à
8	NUM	@card@
h	ABR	heure
,	PUN	,
un	DET:ART	un
fêtard	NOM	fêtard
a	VER:pres	avoir
pris	VER:pper	prendre
un	DET:ART	un
bain	NOM	bain
fortuit	ADJ	fortuit
dans	PRP	dans
le	DET:ART	le
doubs	NOM	doubs
.	SENT	.
zoup	NOM	zoup
il	PRO:PER	il
a	VER:pres	avoir
glissé	VER:pper	glisser
et	KON	et
a	VER:pres	avoir
fort	ADV	fort
heureusement	ADV	heureusement
pu	VER:pper	pouvoir
être	VER:infi	être
tiré	VER:pper	tirer
d'	PRP	de
affaire	NOM	affaire
avant	PRP	avant
l'	DET:ART	le
arrivée	NOM	arrivé|arrivée
des	PRP:det	du
plongeurs	NOM	plongeur
des	PRP:det	du
sapeurs-pompiers	NOM	sapeurs-pompiers
.	SENT	.
