l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
agnès	NOM	agnès
diotisalvi	ADJ	diotisalvi
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
89.73	NUM	@card@
.	SENT	.
28	NUM	@card@
mail	NOM	mail
:	PUN	:
viraggo	NOM	viraggo
5	NUM	@card@
5	NUM	@card@
@	NOM	@
aol	ADJ	aol
.	SENT	.
com	NOM	com
.	SENT	.
sivom	NOM	sivom
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
13	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
secrétariat	NOM	secrétariat
de	PRP	de
mairie	NOM	mairie
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
gymnastique	NOM	gymnastique
volontaire	ADJ	volontaire
:	PUN	:
de	PRP	de
19	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
21	NUM	@card@
h.	ABR	h.
poterie	NOM	poterie
:	PUN	:
de	PRP	de
14	NUM	@card@
à	PRP	à
18	NUM	@card@
h	ABR	heure
,	PUN	,
au	PRP:det	au
prieuré	NOM	prieuré
.	SENT	.
scrabble	NOM	scrabble
:	PUN	:
de	PRP	de
14	NUM	@card@
à	PRP	à
16	NUM	@card@
h	ABR	heure
30	NUM	@card@
salle	NOM	salle
de	PRP	de
réunion	NOM	réunion
.	SENT	.
