«	PUN:cit	«
c'	PRO:DEM	ce
est	VER:pres	être
surtout	ADV	surtout
une	DET:ART	un
forme	NOM	forme
de	PRP	de
récompense	NOM	récompense
pour	PRP	pour
le	DET:ART	le
travail	NOM	travail
réalisé	VER:pper	réaliser
durant	PRP	durant
le	DET:ART	le
premier	NUM	premier
trimestre	NOM	trimestre
»,	ADJ	»,
explique	VER:pres	expliquer
,	PUN	,
ravie	VER:pper	ravir
,	PUN	,
chantal	ADJ	chantal
courtot-renoux	NOM	courtot-renoux
,	PUN	,
qui	PRO:REL	qui
dirige	VER:pres	diriger
de	PRP	de
main	NOM	main
de	PRP	de
maître	NOM	maître
l'	DET:ART	le
accordiorama	NOM	accordiorama
de	PRP	de
montbéliard	NOM	montbéliard
.	SENT	.
en	PRP	en
effet	NOM	effet
,	PUN	,
vendredi	NOM	vendredi
soir	NOM	soir
autour	ADV	autour
de	PRP	de
22	NUM	@card@
h	ABR	heure
,	PUN	,
après	PRP	après
l'	DET:ART	le
ultime	ADJ	ultime
répétition	NOM	répétition
de	PRP	de
la	DET:ART	le
semaine	NOM	semaine
,	PUN	,
elle	PRO:PER	elle
s'	PRO:PER	se
est	VER:pres	être
transformée	VER:pper	transformer
en	PRP	en
père	NOM	père
noël	NOM	noël
en	PRP	en
offrant	VER:ppre	offrir
à	PRP	à
chacun	PRO:IND	chacun
des	PRP:det	du
élèves	NOM	élève
présents	ADJ	présent
une	DET:ART	un
lampe	NOM	lampe
à	PRP	à
l'	DET:ART	le
effigie	NOM	effigie
de	PRP	de
la	DET:ART	le
société	NOM	société
.	SENT	.
une	DET:ART	un
initiative	NOM	initiative
du	PRP:det	du
président	NOM	président
rené	VER:pper	renaître
chavey	NOM	chavey
,	PUN	,
d'	PRP	de
après	PRP	après
une	DET:ART	un
maquette	NOM	maquette
réalisée	VER:pper	réaliser
par	PRP	par
stéphane	ADJ	stéphane
courtot-renoux	NOM	courtot-renoux
,	PUN	,
champion	NOM	champion
du	PRP:det	du
monde	NOM	monde
d'	PRP	de
accordéon	NOM	accordéon
.	SENT	.
et	KON	et
puis	ADV	puis
,	PUN	,
malgré	PRP	malgré
l'	DET:ART	le
heure	NOM	heure
tardive	ADJ	tardif
,	PUN	,
on	PRO:PER	on
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
failli	VER:pper	faillir
à	PRP	à
la	DET:ART	le
tradition	NOM	tradition
de	PRP	de
l'	DET:ART	le
epiphanie	NOM	epiphanie
.	SENT	.
l'	DET:ART	le
accordiorama	NOM	accordiorama
prépare	VER:pres	préparer
activement	ADV	activement
sa	DET:POS	son
grande	ADJ	grand
fête	NOM	fête
de	PRP	de
l'	DET:ART	le
accordéon	NOM	accordéon
qui	PRO:REL	qui
se	PRO:PER	se
déroulera	VER:futu	dérouler
les	DET:ART	le
15	NUM	@card@
et	KON	et
16	NUM	@card@
février	NOM	février
à	PRP	à
la	DET:ART	le
halle	NOM	halle
polyvalente	ADJ	polyvalent
.	SENT	.
au	PRP:det	au
programme	NOM	programme
samedi	NOM	samedi
,	PUN	,
une	DET:ART	un
soirée	NOM	soirée
dansante	ADJ	dansant
à	PRP	à
21	NUM	@card@
h	ABR	heure
30	NUM	@card@
avec	PRP	avec
le	DET:ART	le
grand	ADJ	grand
orchestre	NOM	orchestre
de	PRP	de
variétés	NOM	variété
de	PRP	de
stéphane	ADJ	stéphane
courtot-renoux	NOM	courtot-renoux
.	SENT	.
en	PRP	en
ouverture	NOM	ouverture
dès	PRP	dès
20	NUM	@card@
h	ABR	heure
,	PUN	,
un	DET:ART	un
concert	NOM	concert
de	PRP	de
l'	DET:ART	le
accordiorama	NOM	accordiorama
et	KON	et
une	DET:ART	un
prestation	NOM	prestation
de	PRP	de
l'	DET:ART	le
école	NOM	école
de	PRP	de
musique	NOM	musique
,	PUN	,
avec	PRP	avec
la	DET:ART	le
participation	NOM	participation
de	PRP	de
krys	NOM	krys
florian	ADJ	florian
.	SENT	.
dimanche	NOM	dimanche
,	PUN	,
thé	NOM	thé
dansant	VER:ppre	danser
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
19	NUM	@card@
h.	ABR	h.
il	PRO:PER	il
est	VER:pres	être
recommandé	VER:pper	recommander
de	PRP	de
réserver	VER:infi	réserver
sa	DET:POS	son
place	NOM	place
(	PUN	(
tél	ABR	téléphone
.	SENT	.
03.84	NUM	@card@
.	SENT	.
29.42	NUM	@card@
.	SENT	.
85	NUM	@card@
03.81	NUM	@card@
.	SENT	.
93.50	NUM	@card@
.	SENT	.
96	NUM	@card@
).	ABR	).
