c'	PRO:DEM	ce
est	VER:pres	être
jeudi	NOM	jeudi
23	NUM	@card@
janvier	NOM	janvier
à	PRP	à
18	NUM	@card@
h	ABR	heure
que	KON	que
les	DET:ART	le
élus	NOM	élu
se	PRO:PER	se
réuniront	VER:futu	réunir
en	PRP	en
mairie	NOM	mairie
pour	PRP	pour
le	DET:ART	le
premier	NUM	premier
conseil	NOM	conseil
municipal	ADJ	municipal
de	PRP	de
l'	DET:ART	le
année	NOM	année
.	SENT	.
a	VER:pres	avoir
l'	DET:ART	le
ordre	NOM	ordre
du	PRP:det	du
jour	NOM	jour
:	PUN	:
élection	NOM	élection
d'	PRP	de
un	DET:ART	un
délégué	NOM	délégué
à	PRP	à
la	DET:ART	le
capm	NOM	capm
,	PUN	,
d'	PRP	de
un	DET:ART	un
titulaire	NOM	titulaire
à	PRP	à
la	DET:ART	le
commission	NOM	commission
d'	PRP	de
appel	NOM	appel
d'	PRP	de
offres	NOM	offre
et	KON	et
de	PRP	de
représentants	NOM	représentant
dans	PRP	dans
diverses	ADJ	divers
instances	NOM	instance
,	PUN	,
suite	NOM	suite
à	PRP	à
démission	NOM	démission
;	PUN	;
bilan	NOM	bilan
d'	PRP	de
activités	NOM	activité
2001	NUM	@card@
de	PRP	de
la	DET:ART	le
capm	NOM	capm
,	PUN	,
rapport	NOM	rapport
sur	PRP	sur
le	DET:ART	le
prix	NOM	prix
et	KON	et
la	DET:ART	le
qualité	NOM	qualité
de	PRP	de
la	DET:ART	le
distribution	NOM	distribution
de	PRP	de
l'	DET:ART	le
eau	NOM	eau
potable	ADJ	potable
et	KON	et
de	PRP	de
l'	DET:ART	le
assainissement	NOM	assainissement
(	PUN	(
exercice	NOM	exercice
2001	NUM	@card@
),	NOM	),
rapport	NOM	rapport
annuel	ADJ	annuel
sur	PRP	sur
le	DET:ART	le
prix	NOM	prix
et	KON	et
la	DET:ART	le
qualité	NOM	qualité
du	PRP:det	du
service	NOM	service
public	ADJ	public
d'	PRP	de
élimination	NOM	élimination
des	PRP:det	du
déchets	NOM	déchet
(	PUN	(
exercice	NOM	exercice
2001	NUM	@card@
),	NOM	),
communication	NOM	communication
;	PUN	;
régime	NOM	régime
indemnitaire	ADJ	indemnitaire
des	PRP:det	du
agents	NOM	agent
de	PRP	de
collectivité	NOM	collectivité
;	PUN	;
modification	NOM	modification
du	PRP:det	du
tableau	NOM	tableau
des	PRP:det	du
emplois	NOM	emploi
permanents	ADJ	permanent
;	PUN	;
acomptes	NOM	acompte
sur	PRP	sur
subventions	NOM	subvention
2003	NUM	@card@
;	PUN	;
modalité	NOM	modalité
du	PRP:det	du
versement	NOM	versement
des	PRP:det	du
subventions	NOM	subvention
à	PRP	à
certains	PRO:IND	certain
organismes	NOM	organisme
;	PUN	;
tarif	NOM	tarif
communal-composteur	NOM	communal-composteur
individuels	ADJ	individuel
en	PRP	en
bois	NOM	bois
;	PUN	;
convention	NOM	convention
ville	NOM	ville
de	PRP	de
valentigney-utbm	NOM	valentigney-utbm
(	PUN	(
université	NOM	université
de	PRP	de
technologie	NOM	technologie
de	PRP	de
belfort-montbéliard	NOM	belfort-montbéliard
)	PUN	)
;	PUN	;
contrat	NOM	contrat
local	ADJ	local
de	PRP	de
sécurité	NOM	sécurité
.	SENT	.
