c'	PRO:DEM	ce
est	VER:pres	être
entourée	VER:pper	entourer
de	PRP	de
nombreuses	ADJ	nombreux
personnes	NOM	personne
de	PRP	de
sa	DET:POS	son
famille	NOM	famille
qu'	KON	que
annette	NOM	annette
poux	NOM	pou
a	VER:pres	avoir
fêté	VER:pper	fêter
son	DET:POS	son
centenaire	ADJ	centenaire
samedi	NOM	samedi
à	PRP	à
la	DET:ART	le
maison	NOM	maison
de	PRP	de
retraite	NOM	retraite
de	PRP	de
dampierre-sur-salon	NOM	dampierre-sur-salon
.	SENT	.
née	VER:pper	naître
le	DET:ART	le
4	NUM	@card@
janvier	NOM	janvier
1903	NUM	@card@
à	PRP	à
mornand	NAM	mornand
(	PUN	(
42	NUM	@card@
),	NOM	),
annette	NOM	annette
roussillon	NOM	roussillon
épousait	VER:impf	épouser
rené	VER:pper	renaître
geille	NOM	geille
et	KON	et
s'	PRO:PER	se
installait	VER:impf	installer
à	PRP	à
gy	ADV	gy
.	SENT	.
elle	PRO:PER	elle
était	VER:impf	être
alors	ADV	alors
âgée	ADJ	âgé
de	PRP	de
23	NUM	@card@
ans	NOM	an
.	SENT	.
veuve	ADJ	veuf|veuve
prématurément	ADV	prématurément
,	PUN	,
annette	NOM	annette
se	PRO:PER	se
mariait	VER:impf	marier
en	PRP	en
secondes	NUM	second
noces	NOM	noce
avec	PRP	avec
andré	ADJ	andré
poux	NOM	pou
,	PUN	,
menuisier	NOM	menuisier
à	PRP	à
gy	ADV	gy
.	SENT	.
elle	PRO:PER	elle
exerçait	VER:impf	exercer
alors	ADV	alors
le	DET:ART	le
métier	NOM	métier
de	PRP	de
modiste	NOM	modiste
dans	PRP	dans
un	DET:ART	un
commerce	NOM	commerce
gylois	ADJ	gylois
très	ADV	très
apprécié	VER:pper	apprécier
.	SENT	.
catherine	NOM	catherine
balmeur	NOM	balmeur
et	KON	et
nathalie	NOM	nathalie
guerra	VER:simp	guerra
,	PUN	,
au	PRP:det	au
nom	NOM	nom
de	PRP	de
la	DET:ART	le
municipalité	NOM	municipalité
de	PRP	de
gy	ADV	gy
sont	VER:pres	être
venues	VER:pper	venir
assurer	VER:infi	assurer
annette	NOM	annette
de	PRP	de
la	DET:ART	le
sympathie	NOM	sympathie
de	PRP	de
la	DET:ART	le
population	NOM	population
gyloise	ADJ	gyloise
à	PRP	à
son	DET:POS	son
égard	NOM	égard
.	SENT	.
annette	NOM	annette
klein	NOM	klein
,	PUN	,
directrice	ADJ	directeur
de	PRP	de
la	DET:ART	le
maison	NOM	maison
de	PRP	de
retraite	NOM	retraite
,	PUN	,
a	VER:pres	avoir
été	VER:pper	être
ravie	VER:pper	ravir
d'	PRP	de
accueillir	VER:infi	accueillir
une	DET:ART	un
grande	ADJ	grand
délégation	NOM	délégation
familiale	ADJ	familial
pour	PRP	pour
une	DET:ART	un
fête	NOM	fête
sympathique	ADJ	sympathique
et	KON	et
conviviale	ADJ	convivial
.	SENT	.
a	VER:pres	avoir
présent	ADJ	présent
la	DET:ART	le
maison	NOM	maison
de	PRP	de
retraite	NOM	retraite
de	PRP	de
dampierre-sur-salon	NOM	dampierre-sur-salon
compte	VER:pres	compter
quatre	NUM	quatre
centenaires	NOM	centenaire
:	PUN	:
henriette	NOM	henriette
illig	NOM	illig
(	PUN	(
101	NUM	@card@
ans	NOM	an
),	ADJ	),
berthe	NOM	berthe
mauclair	NOM	mauclair
(	PUN	(
101	NUM	@card@
),	NOM	),
léa	VER:simp	léa
deroy	NOM	deroy
(	PUN	(
100	NUM	@card@
)	PUN	)
et	KON	et
bien	ADV	bien
sûr	ADJ	sûr
annette	NOM	annette
poux	NOM	pou
.	SENT	.
