c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
peine	NOM	peine
que	PRO:REL	que
nous	PRO:PER	nous
apprenons	VER:pres	apprendre
le	DET:ART	le
décès	NOM	décès
d'	PRP	de
hélène	NOM	hélène
bertrand	NOM	bertrand
,	PUN	,
doyenne	NOM	doyen
de	PRP	de
brû	NOM	brû
,	PUN	,
survenu	VER:pper	survenir
lundi	NOM	lundi
3	NUM	@card@
février	NOM	février
dans	PRP	dans
sa	DET:POS	son
98	NUM	@card@
e	NOM	e
année	NOM	année
,	PUN	,
à	PRP	à
la	DET:ART	le
maison	NOM	maison
de	PRP	de
retraite	NOM	retraite
de	PRP	de
rambervillers	NOM	rambervillers
où	PRO:REL	où
elle	PRO:PER	elle
résidait	VER:impf	résider
.	SENT	.
née	VER:pper	naître
hélène	NOM	hélène
antoine	NOM	antoine
,	PUN	,
le	DET:ART	le
22	NUM	@card@
octobre	NOM	octobre
1905	NUM	@card@
à	PRP	à
brû	NOM	brû
,	PUN	,
elle	PRO:PER	elle
avait	VER:impf	avoir
pris	VER:pper	prendre
pour	PRP	pour
époux	NOM	époux
en	PRP	en
1929	NUM	@card@
joseph	ADJ	joseph
bertrand	NOM	bertrand
.	SENT	.
de	PRP	de
leur	DET:POS	leur
union	NOM	union
est	VER:pres	être
née	VER:pper	naître
monique	ADJ	monique
,	PUN	,
épouse	NOM	épouse
antoine	NOM	antoine
,	PUN	,
retraitée	VER:pper	retraiter
,	PUN	,
qui	PRO:REL	qui
exerça	VER:simp	exercer
la	DET:ART	le
profession	NOM	profession
de	PRP	de
sage-femme	NOM	sage-femme
puis	ADV	puis
d'	PRP	de
infirmière	NOM	infirmier
libérale	ADJ	libéral
et	KON	et
qui	PRO:REL	qui
leur	PRO:PER	lui
donna	VER:simp	donner
5	NUM	@card@
petits-enfants	NOM	petits-enfants
.	SENT	.
a	VER:pres	avoir
la	DET:ART	le
retraite	NOM	retraite
de	PRP	de
joseph	ADJ	joseph
bertrand	NOM	bertrand
,	PUN	,
qui	PRO:REL	qui
fut	VER:simp	être
gendarme	NOM	gendarme
puis	ADV	puis
concierge	ADJ	concierge
aux	PRP:det	au
papeteries	NOM	papeterie
boucher	ADJ	boucher
de	PRP	de
rambervillers	NOM	rambervillers
,	PUN	,
le	DET:ART	le
couple	NOM	couple
s'	PRO:PER	se
installa	VER:simp	installer
dans	PRP	dans
la	DET:ART	le
maison	NOM	maison
familiale	ADJ	familial
au	PRP:det	au
9	NUM	@card@
rue	NOM	rue
du	PRP:det	du
petit	ADJ	petit
nancy	NOM	nancy
.	SENT	.
au	PRP:det	au
décès	NOM	décès
de	PRP	de
son	DET:POS	son
mari	NOM	mari
,	PUN	,
elle	PRO:PER	elle
resta	VER:simp	rester
seule	ADJ	seul
jusqu'en	NOM	jusqu'en
1997	NUM	@card@
date	NOM	date
à	PRP	à
laquelle	PRO:REL	lequel
elle	PRO:PER	elle
rejoignait	VER:impf	rejoindre
la	DET:ART	le
maison	NOM	maison
de	PRP	de
retraite	NOM	retraite
de	PRP	de
saint-genest	NOM	saint-genest
pour	PRP	pour
trois	NUM	trois
ans	NOM	an
,	PUN	,
puis	ADV	puis
rambervillers	NOM	rambervillers
.	SENT	.
le	DET:ART	le
corps	NOM	corps
de	PRP	de
la	DET:ART	le
défunte	NOM	défunt
repose	VER:pres	reposer
à	PRP	à
la	DET:ART	le
maison	NOM	maison
funéraire	ADJ	funéraire
depedrini	NOM	depedrini
,	PUN	,
31	NUM	@card@
faubourg	NOM	faubourg
de	PRP	de
la	DET:ART	le
chipotte	NOM	chipotte
à	PRP	à
rambervillers	NOM	rambervillers
.	SENT	.
ses	DET:POS	son
obsèques	NOM	obsèques
seront	VER:futu	être
célébrées	VER:pper	célébrer
mercredi	NOM	mercredi
5	NUM	@card@
février	NOM	février
,	PUN	,
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
en	PRP	en
l'	DET:ART	le
église	NOM	église
saint-jean-baptiste	ADJ	saint-jean-baptiste
de	PRP	de
brû	NOM	brû
.	SENT	.
nos	DET:POS	notre
sincères	ADJ	sincère
condoléances	NOM	condoléance
aux	PRP:det	au
proches	NOM	proche
.	SENT	.
