l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
tél	ABR	téléphone
.	SENT	.
03.25	NUM	@card@
.	SENT	.
55.52	NUM	@card@
.	SENT	.
44	NUM	@card@
;	PUN	;
fax	NOM	fax
03.29	NUM	@card@
.	SENT	.
55.96	NUM	@card@
.	SENT	.
96	NUM	@card@
secrétariat	NOM	secrétariat
de	PRP	de
mairie	NOM	mairie
:	PUN	:
10	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
14	NUM	@card@
h	ABR	heure
à	PRP	à
16	NUM	@card@
h.	ABR	h.
poste	NOM	poste
:	PUN	:
8	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
14	NUM	@card@
h	ABR	heure
à	PRP	à
16	NUM	@card@
h.	ABR	h.
permanence	NOM	permanence
admr	ADJ	admr
:	PUN	:
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h.	ABR	h.
