l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
françoise	ADJ	françoise
thomas	NOM	thomas
,	PUN	,
tél	ABR	téléphone
.	SENT	.
répondeur	NOM	répondeur
et	KON	et
fax	NOM	fax
03.29	NUM	@card@
.	SENT	.
80.47	NUM	@card@
.	SENT	.
76	NUM	@card@
a	VER:pres	avoir
la	DET:ART	le
maison	NOM	maison
des	PRP:det	du
services	NOM	service
:	PUN	:
visio	NOM	visio
assedic	NOM	assedic
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
15	NUM	@card@
;	PUN	;
mission	NOM	mission
locale	ADJ	local
sur	PRP	sur
rendez-vous	NOM	rendez-vous
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
;	PUN	;
ets	VER:pper	ets
d'	PRP	de
écoute	NOM	écoute
de	PRP	de
familles	NOM	famille
rurales	ADJ	rural
de	PRP	de
15	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
;	PUN	;
alaji	VER:pper	alaji
aprelor	NOM	aprelor
sur	PRP	sur
convocation	NOM	convocation
;	PUN	;
armée	VER:pper	armer
de	PRP	de
terre	NOM	terre
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
16	NUM	@card@
h.	ABR	h.
