c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
beaucoup	ADV	beaucoup
de	PRP	de
tristesse	NOM	tristesse
que	KON	que
les	DET:ART	le
habitants	NOM	habitant
ont	VER:pres	avoir
appris	VER:pper	apprendre
le	DET:ART	le
décès	NOM	décès
de	PRP	de
mme	NOM	madame
simone	ADJ	simone
gilson	NOM	gilson
,	PUN	,
survenu	VER:pper	survenir
dimanche	NOM	dimanche
à	PRP	à
la	DET:ART	le
maison	NOM	maison
de	PRP	de
retraite	NOM	retraite
de	PRP	de
delme	NAM	delme
,	PUN	,
à	PRP	à
l'	DET:ART	le
âge	NOM	âge
de	PRP	de
77	NUM	@card@
ans	NOM	an
.	SENT	.
simone	ADJ	simone
dardaine	NOM	dardaine
,	PUN	,
née	VER:pper	naître
le	DET:ART	le
8	NUM	@card@
février	NOM	février
1925	NUM	@card@
à	PRP	à
raucourt	NOM	raucourt
,	PUN	,
épousa	VER:simp	épouser
m.	VER:pper	m.
emile	ADJ	emile
gilson	NOM	gilson
,	PUN	,
entrepreneur	NOM	entrepreneur
en	PRP	en
travaux	NOM	travail
publics	ADJ	public
,	PUN	,
le	DET:ART	le
11	NUM	@card@
mai	NOM	mai
1946	NUM	@card@
de	PRP	de
leur	DET:POS	leur
union	NOM	union
sont	VER:pres	être
nés	VER:pper	naître
trois	NUM	trois
enfants	NOM	enfant
:	PUN	:
pierrette	NOM	pierrette
,	PUN	,
jean-pierre	NOM	jean-pierre
et	KON	et
chantal	NOM	chantal
.	SENT	.
elle	PRO:PER	elle
était	VER:impf	être
également	ADV	également
mamy	ADJ	mamy
de	PRP	de
six	NUM	six
petits-enfants	NOM	petits-enfants
et	KON	et
deux	NUM	deux
arrière-petits-enfants	NOM	arrière-petits-enfants
.	SENT	.
elle	PRO:PER	elle
avait	VER:impf	avoir
eu	VER:pper	avoir
la	DET:ART	le
douleur	NOM	douleur
de	PRP	de
perdre	VER:infi	perdre
son	DET:POS	son
époux	NOM	époux
le	DET:ART	le
11	NUM	@card@
juin	NOM	juin
1995	NUM	@card@
mme	VER:simp	mme
simone	ADJ	simone
gilson	NOM	gilson
résidait	VER:impf	résider
au	PRP:det	au
19	NUM	@card@
route	NOM	route
de	PRP	de
nancy	NOM	nancy
dans	PRP	dans
la	DET:ART	le
localité	NOM	localité
,	PUN	,
entourée	VER:pper	entourer
de	PRP	de
sa	DET:POS	son
fille	NOM	fille
aînée	ADJ	aîné
et	KON	et
de	PRP	de
son	DET:POS	son
fils	NOM	fil|fils
,	PUN	,
jean-pierre	NOM	jean-pierre
,	PUN	,
entrepreneur	NOM	entrepreneur
,	PUN	,
demeurant	VER:ppre	demeurer
dans	PRP	dans
la	DET:ART	le
localité	NOM	localité
ainsi	KON	ainsi
que	KON	que
de	PRP	de
sa	DET:POS	son
fille	NOM	fille
cadette	ADJ	cadet
habitant	VER:ppre	habiter
à	PRP	à
frouard	NAM	frouard
.	SENT	.
mme	ADJ	mme
gilson	NOM	gilson
aimait	VER:impf	aimer
le	DET:ART	le
jardinage	NOM	jardinage
et	KON	et
participait	VER:impf	participer
au	PRP:det	au
goûter	NOM	goûter
des	PRP:det	du
anciens	NOM	ancien
du	PRP:det	du
foyer	NOM	foyer
.	SENT	.
ses	DET:POS	son
obsèques	NOM	obsèques
seront	VER:futu	être
célébrées	VER:pper	célébrer
mercredi	NOM	mercredi
29	NUM	@card@
janvier	NOM	janvier
,	PUN	,
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
en	PRP	en
l'	DET:ART	le
église	NOM	église
de	PRP	de
raucourt	NOM	raucourt
.	SENT	.
nos	DET:POS	notre
condoléances	NOM	condoléance
à	PRP	à
la	DET:ART	le
famille	NOM	famille
.	SENT	.
