c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
plaisir	NOM	plaisir
que	KON	que
la	DET:ART	le
population	NOM	population
villageoise	ADJ	villageois
et	KON	et
des	PRP:det	du
alentours	NOM	alentour
voient	VER:pres	voir
s'	PRO:PER	se
installer	VER:infi	installer
une	DET:ART	un
nouvelle	ADJ	nouveau
enseigne	NOM	enseigne
.	SENT	.
il	PRO:PER	il
s'	PRO:PER	se
agit	VER:pres	agir
du	PRP:det	du
cabinet	NOM	cabinet
d'	PRP	de
assurances	NOM	assurance
martin-dey	ADJ	martin-dey
.	SENT	.
odile	ADJ	odile
dey	NOM	dey
et	KON	et
jean-pierre	NOM	jean-pierre
martin	NOM	martin
,	PUN	,
connus	VER:pper	connaître
dans	PRP	dans
toute	PRO:IND	tout
la	DET:ART	le
région	NOM	région
pour	PRP	pour
leur	DET:POS	leur
dynamisme	NOM	dynamisme
et	KON	et
le	DET:ART	le
professionnalisme	NOM	professionnalisme
depuis	PRP	depuis
des	PRP:det	du
décennies	NOM	décennie
,	PUN	,
prennent	VER:pres	prendre
un	DET:ART	un
nouveau	ADJ	nouveau
départ	NOM	départ
sous	PRP	sous
l'	DET:ART	le
enseigne	NOM	enseigne
mma	ADJ	mma
.	SENT	.
nos	DET:POS	notre
v	NOM	v
	ADJ	
ux	ADJ	ux
les	PRO:PER	la|le
accompagnent	VER:pres	accompagner
.	SENT	.
