c'	PRO:DEM	ce
est	VER:pres	être
devant	PRP	devant
une	DET:ART	un
salle	NOM	salle
comble	ADJ	comble
,	PUN	,
que	KON	que
l'	DET:ART	le
orchestre	NOM	orchestre
d'	PRP	de
harmonie	NOM	harmonie
a	VER:pres	avoir
ouvert	VER:pper	ouvrir
le	DET:ART	le
concert	NOM	concert
de	PRP	de
nouvel	ADJ	nouveau
an	NOM	an
sous	PRP	sous
la	DET:ART	le
direction	NOM	direction
de	PRP	de
luc	NOM	luc
lahalle	NOM	lahalle
et	KON	et
d'	PRP	de
olivier	NOM	olivier
pierrot	NOM	pierrot
.	SENT	.
avant	PRP	avant
les	DET:ART	le
premières	NUM	premier
notes	NOM	note
,	PUN	,
gérard	ADJ	gérard
keller	NOM	keller
a	VER:pres	avoir
remis	VER:pper	remettre
à	PRP	à
daniel	ADJ	daniel
henry	NOM	henry
la	DET:ART	le
médaille	NOM	médaille
d'	PRP	de
honneur	NOM	honneur
de	PRP	de
la	DET:ART	le
confédération	NOM	confédération
musicale	ADJ	musical
de	PRP	de
france	NOM	france
,	PUN	,
pour	PRP	pour
ses	DET:POS	son
30	NUM	@card@
années	NOM	année
au	PRP:det	au
sein	NOM	sein
de	PRP	de
l'	DET:ART	le
harmonie	NOM	harmonie
.	SENT	.
il	PRO:PER	il
a	VER:pres	avoir
également	ADV	également
remercié	VER:pper	remercier
l'	DET:ART	le
harmonie	NOM	harmonie
pour	PRP	pour
sa	DET:POS	son
participation	NOM	participation
aux	PRP:det	au
différentes	ADJ	différent
cérémonies	NOM	cérémonie
et	KON	et
manisfestations	NOM	manisfestations
locales	ADJ	local
et	KON	et
a	VER:pres	avoir
tenu	VER:pper	tenir
à	PRP	à
les	PRO:PER	la|le
féliciter	VER:infi	féliciter
pour	PRP	pour
leur	DET:POS	leur
niveau	NOM	niveau
en	PRP	en
première	NUM	premier
division	NOM	division
deuxième	NUM	deuxième
section	NOM	section
.	SENT	.
en	PRP	en
2003	NUM	@card@
pour	PRP	pour
évoluer	VER:infi	évoluer
encore	ADV	encore
,	PUN	,
une	DET:ART	un
classe	NOM	classe
tuba	VER:simp	tuber
,	PUN	,
picolo	NOM	picolo
et	KON	et
hautbois	NOM	hautbois
devrait	VER:cond	devoir
voir	VER:infi	voir
le	DET:ART	le
jour	NOM	jour
et	KON	et
si	ADV	si
possible	ADJ	possible
une	DET:ART	un
autre	ADJ	autre
de	PRP	de
basson	NOM	basson
.	SENT	.
sous	PRP	sous
la	DET:ART	le
baguette	NOM	baguette
des	PRP:det	du
deux	NUM	deux
chefs	NOM	chef
d'	PRP	de
orchestre	NOM	orchestre
,	PUN	,
le	DET:ART	le
public	NOM	public
a	VER:pres	avoir
écouté	VER:pper	écouter
divers	ADJ	divers
morceaux	NOM	morceau
de	PRP	de
musiques	NOM	musique
françaises	ADJ	français
de	PRP	de
fugain	NOM	fugain
,	PUN	,
naulais	NOM	naulais
,	PUN	,
delbecq	NOM	delbecq
...	PUN	...
présentés	VER:pper	présenter
par	PRP	par
mélanie	NOM	mélanie
helle	ADJ	helle
,	PUN	,
présidente	NOM	président
de	PRP	de
l'	DET:ART	le
amicale	ADJ	amical
et	KON	et
pour	PRP	pour
plus	ADV	plus
d'	PRP	de
émotion	NOM	émotion
encore	ADV	encore
,	PUN	,
des	PRP:det	du
musiques	NOM	musique
comme	KON	comme
«	PUN:cit	«
a	VER:pres	avoir
legend	NOM	legend
from	NOM	from
yao	NOM	yao
»	PUN:cit	»
de	PRP	de
yen	NOM	yen
shu-han	ADJ	shu-han
pour	PRP	pour
le	DET:ART	le
soleil	NOM	soleil
levant	VER:ppre	lever
,	PUN	,
et	KON	et
«	PUN:cit	«
the	VER:pres	the
exodus	ADJ	exodus
song	NOM	song
»	PUN:cit	»
de	PRP	de
e.	NOM	e.
gold	ADJ	gold
et	KON	et
p.	ADJ	p.
boone	NOM	boone
.	SENT	.
le	DET:ART	le
concert	NOM	concert
s'	PRO:PER	se
est	VER:pres	être
terminé	VER:pper	terminer
avec	PRP	avec
la	DET:ART	le
musique	NOM	musique
de	PRP	de
pearl	NOM	pearl
harbor	NOM	harbor
sous	PRP	sous
un	DET:ART	un
tonnerre	NOM	tonnerre
d'	PRP	de
applaudissement	NOM	applaudissement
.	SENT	.
