l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
alain	NOM	alain
geoffroy	NAM	Geoffroy
,	PUN	,
tél/rep/fax	NOM	tél/rep/fax
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.27	NUM	@card@
.	SENT	.
89	NUM	@card@
médecin	NOM	médecin
:	PUN	:
dr	ADJ	dr
gueib	NOM	gueib
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.44	NUM	@card@
.	SENT	.
08	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
nuit	NOM	nuit
:	PUN	:
dr	NOM	dr
moreau	ADJ	moreau
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.41	NUM	@card@
.	SENT	.
25	NUM	@card@
marché	NOM	marché
:	PUN	:
le	DET:ART	le
matin	NOM	matin
,	PUN	,
place	NOM	place
du	PRP:det	du
moulin	NOM	moulin
.	SENT	.
entraînement	NOM	entraînement
vélo	NOM	vélo
(	PUN	(
cyclos	NOM	cyclo
)	PUN	)
:	PUN	:
14	NUM	@card@
h	ABR	heure
,	PUN	,
hôtel	NOM	hôtel
de	PRP	de
ville	NOM	ville
.	SENT	.
soirée	NOM	soirée
au	PRP:det	au
stardust	NOM	stardust
:	PUN	:
à	PRP	à
partir	VER:infi	partir
de	PRP	de
22	NUM	@card@
h	ABR	heure
30	NUM	@card@
réunion	NOM	réunion
d'	PRP	de
information	NOM	information
sur	PRP	sur
la	DET:ART	le
crémation	NOM	crémation
:	PUN	:
11	NUM	@card@
h	ABR	heure
,	PUN	,
salle	NOM	salle
de	PRP	de
la	DET:ART	le
mairie	NOM	mairie
.	SENT	.
«	PUN:cit	«
pays	NOM	pays
de	PRP	de
si	ADV	si
de	PRP	de
la	DET:ART	le
»	PUN:cit	»
:	PUN	:
16	NUM	@card@
h	ABR	heure
50	NUM	@card@
sur	PRP	sur
france	NOM	france
3	NUM	@card@
