c'	PRO:DEM	ce
est	VER:pres	être
la	DET:ART	le
générale	NOM	général|générale
des	PRP:det	du
eaux	NOM	eau
qui	PRO:REL	qui
a	VER:pres	avoir
procédé	VER:pper	procéder
aux	PRP:det	au
analyses	NOM	analyse
,	PUN	,
après	PRP	après
l'	DET:ART	le
intrusion	NOM	intrusion
de	PRP	de
taggeurs	NOM	taggeurs
à	PRP	à
la	DET:ART	le
mine	NOM	mine
du	PRP:det	du
val	NOM	val
de	PRP	de
fer	NOM	fer
,	PUN	,
à	PRP	à
maron	NOM	maron
,	PUN	,
dans	PRP	dans
les	DET:ART	le
galeries	NOM	galerie
de	PRP	de
captage	NOM	captage
de	PRP	de
l'	DET:ART	le
eau	NOM	eau
potable	ADJ	potable
destinée	VER:pper	destiner
à	PRP	à
plusieurs	PRO:IND	plusieurs
communes	NOM	commune
.	SENT	.
et	KON	et
non	ADV	non
la	DET:ART	le
lyonnaise	NOM	lyonnais
des	PRP:det	du
eaux	NOM	eau
comme	ADV	comme
indiqué	VER:pper	indiquer
dans	PRP	dans
nos	DET:POS	notre
colonnes	NOM	colonne
hier	ADV	hier
.	SENT	.
