l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
claude	NOM	claude
mangin	NAM	Mangin
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.13	NUM	@card@
.	SENT	.
59	NUM	@card@
ou	KON	ou
06.09	NUM	@card@
.	SENT	.
26.22	NUM	@card@
.	SENT	.
63	NUM	@card@
;	PUN	;
fax	NOM	fax
03.29	NUM	@card@
.	SENT	.
87.01	NUM	@card@
.	SENT	.
40	NUM	@card@
mairie	NOM	mairie
:	PUN	:
secrétariat	NOM	secrétariat
ouvert	VER:pper	ouvrir
de	PRP	de
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
12	NUM	@card@
h.	ABR	h.
restos	NOM	resto
du	PRP:det	du
c	NOM	c
	ADJ	
ur	VER:simp	ur
:	PUN	:
collecte	NOM	collecte
dans	PRP	dans
les	DET:ART	le
magasins	NOM	magasin
shopi	NOM	shopi
,	PUN	,
ecomarché	VER:pper	ecomarché
et	KON	et
huit	NUM	huit
à	PRP	à
8	NUM	@card@
décharge	NOM	décharge
municipale	ADJ	municipal
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
16	NUM	@card@
h.	ABR	h.
centre	NOM	centre
social	ADJ	social
:	PUN	:
baby-bourse	NOM	baby-bourse
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
office	NOM	office
du	PRP:det	du
tourisme	NOM	tourisme
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
actuellement	ADV	actuellement
exposition	NOM	exposition
d'	PRP	de
instruments	NOM	instrument
de	PRP	de
musique	NOM	musique
;	PUN	;
à	PRP	à
15	NUM	@card@
h	ABR	heure
,	PUN	,
concert	NOM	concert
par	PRP	par
l'	DET:ART	le
harmonie	NOM	harmonie
stainoise	ADJ	stainoise
.	SENT	.
avant-garde	NOM	avant-garde
:	PUN	:
école	NOM	école
de	PRP	de
tir	NOM	tir
et	KON	et
adultes	ADJ	adulte
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h.	ABR	h.
judo	NOM	judo
:	PUN	:
suivant	VER:ppre	suivre
le	DET:ART	le
niveau	NOM	niveau
,	PUN	,
de	PRP	de
13	NUM	@card@
h	ABR	heure
15	NUM	@card@
à	PRP	à
14	NUM	@card@
h	ABR	heure
15	NUM	@card@
de	PRP	de
14	NUM	@card@
h	ABR	heure
15	NUM	@card@
à	PRP	à
15	NUM	@card@
h	ABR	heure
15	NUM	@card@
de	PRP	de
15	NUM	@card@
h	ABR	heure
15	NUM	@card@
à	PRP	à
16	NUM	@card@
h	ABR	heure
15	NUM	@card@
et	KON	et
de	PRP	de
16	NUM	@card@
h	ABR	heure
15	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
15	NUM	@card@
scouts	NOM	scout
unitaires	ADJ	unitaire
:	PUN	:
activités	NOM	activité
au	PRP:det	au
pavillon	NOM	pavillon
f.	ADJ	f.
-	PUN	-
verdun	ADJ	verdun
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
tennis	NOM	tennis
de	PRP	de
table	NOM	table
:	PUN	:
gumnase	NOM	gumnase
de	PRP	de
l'	DET:ART	le
école	NOM	école
primaire	ADJ	primaire
à	PRP	à
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
repas	NOM	repas
dansant	ADJ	dansant
:	PUN	:
organisé	VER:pper	organiser
à	PRP	à
la	DET:ART	le
salle	NOM	salle
des	PRP:det	du
fêtes	NOM	fête
par	PRP	par
«	PUN:cit	«
mon	DET:POS	mon
village-mon	NOM	village-mon
école	NOM	école
»	PUN:cit	»
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
handball	NOM	handball
:	PUN	:
minimes-borny	NOM	minimes-borny
à	PRP	à
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
;	PUN	;
-	PUN	-
de	PRP	de
14	NUM	@card@
ans	NOM	an
g-thionville	VER:pres	g-thionville
à	PRP	à
16	NUM	@card@
h	ABR	heure
45	NUM	@card@
;	PUN	;
-	PUN	-
de	PRP	de
12	NUM	@card@
ans	NOM	an
,	PUN	,
etain	NOM	etain
2	NUM	@card@
-	PUN	-
damvillers	NOM	damvillers
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
etain	NOM	etain
3	NUM	@card@
-	PUN	-
montmédy	NOM	montmédy
à	PRP	à
15	NUM	@card@
h	ABR	heure
30	NUM	@card@
