l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
elise	NOM	elise
pingard	ADJ	pingard
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.82	NUM	@card@
.	SENT	.
45.14	NUM	@card@
.	SENT	.
92	NUM	@card@
et	KON	et
fax	NOM	fax
03.29	NUM	@card@
.	SENT	.
80.81	NUM	@card@
.	SENT	.
19	NUM	@card@
codecom	NOM	codecom
du	PRP:det	du
val	NOM	val
dunois	NOM	dunois
:	PUN	:
secrétariat	NOM	secrétariat
ouvert	VER:pper	ouvrir
de	PRP	de
7	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
17	NUM	@card@
h.	ABR	h.
galerie	NOM	galerie
ipoustéguy	NOM	ipoustéguy
et	KON	et
office	NOM	office
du	PRP:det	du
tourisme	NOM	tourisme
:	PUN	:
ouverts	VER:pper	ouvrir
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h.	ABR	h.
siaep	NOM	siaep
:	PUN	:
pour	PRP	pour
tout	PRO:IND	tout
renseignement	NOM	renseignement
contacter	VER:infi	contacter
le	DET:ART	le
03.29	NUM	@card@
.	SENT	.
74.80	NUM	@card@
.	SENT	.
76	NUM	@card@
bibliothèque	NOM	bibliothèque
«	PUN:cit	«
ùlivres	NOM	ùlivres
en	PRP	en
campagne	NOM	campagne
»	PUN:cit	»
:	PUN	:
ouverte	VER:pper	ouvrir
de	PRP	de
10	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
de	PRP	de
16	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
et	KON	et
de	PRP	de
20	NUM	@card@
h	ABR	heure
à	PRP	à
21	NUM	@card@
h.	ABR	h.
judo	NOM	judo
:	PUN	:
de	PRP	de
13	NUM	@card@
h	ABR	heure
10	NUM	@card@
à	PRP	à
14	NUM	@card@
h	ABR	heure
10	NUM	@card@
pour	PRP	pour
le	DET:ART	le
premier	NUM	premier
groupe	NOM	groupe
et	KON	et
de	PRP	de
14	NUM	@card@
h	ABR	heure
10	NUM	@card@
à	PRP	à
15	NUM	@card@
h	ABR	heure
10	NUM	@card@
pour	PRP	pour
le	DET:ART	le
deuxième	NUM	deuxième
groupe	NOM	groupe
,	PUN	,
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
judo	NOM	judo
de	PRP	de
la	DET:ART	le
mairie	NOM	mairie
.	SENT	.
football	NOM	football
:	PUN	:
entraînement	NOM	entraînement
pour	PRP	pour
les	DET:ART	le
jeunes	NOM	jeune
au	PRP:det	au
gymnase	NOM	gymnase
,	PUN	,
à	PRP	à
14	NUM	@card@
h	ABR	heure
15	NUM	@card@
pour	PRP	pour
les	DET:ART	le
débutants	ADJ	débutant
,	PUN	,
à	PRP	à
15	NUM	@card@
h	ABR	heure
15	NUM	@card@
pour	PRP	pour
les	DET:ART	le
poussins	NOM	poussin
,	PUN	,
à	PRP	à
16	NUM	@card@
h	ABR	heure
30	NUM	@card@
pour	PRP	pour
les	DET:ART	le
benjamins	NOM	benjamin
et	KON	et
13	NUM	@card@
ans	NOM	an
.	SENT	.
ecole	NOM	ecole
de	PRP	de
billard	NOM	billard
:	PUN	:
de	PRP	de
17	NUM	@card@
h	ABR	heure
à	PRP	à
19	NUM	@card@
h	ABR	heure
,	PUN	,
au	PRP:det	au
billard-club	NOM	billard-club
.	SENT	.
groupe	NOM	groupe
patrimoine	NOM	patrimoine
des	PRP:det	du
aînés	NOM	aîné
ruraux	ADJ	rural
:	PUN	:
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
16	NUM	@card@
h	ABR	heure
au	PRP:det	au
centre	NOM	centre
culturel	ADJ	culturel
.	SENT	.
danse	NOM	danse
folklorique	ADJ	folklorique
:	PUN	:
à	PRP	à
20	NUM	@card@
h	ABR	heure
15	NUM	@card@
à	PRP	à
la	DET:ART	le
cordée	NOM	cordée
des	PRP:det	du
loisirs	NOM	loisir
à	PRP	à
doulcon	NOM	doulcon
.	SENT	.
