l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
guy	ADJ	guy
henrion	NOM	henrion
,	PUN	,
6	NUM	@card@
rue	NOM	rue
de	PRP	de
chiny	NOM	chiny
,	PUN	,
tél	ABR	téléphone
.	SENT	.
et	KON	et
fax	NOM	fax
03.29	NUM	@card@
.	SENT	.
80.03	NUM	@card@
.	SENT	.
30	NUM	@card@
pharmacies	NOM	pharmacie
de	PRP	de
nuit	NOM	nuit
:	PUN	:
die	NOM	die
,	PUN	,
17	NUM	@card@
rue	NOM	rue
de	PRP	de
l'	DET:ART	le
hôtel-de-ville	NOM	hôtel-de-ville
à	PRP	à
dun-sur-meuse	NOM	dun-sur-meuse
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
80.90	NUM	@card@
.	SENT	.
36	NUM	@card@
et	KON	et
mme	VER:simp	mme
lourenço-bouché	VER:pper	lourenço-bouché
à	PRP	à
damvillers	NOM	damvillers
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
85.60	NUM	@card@
.	SENT	.
29	NUM	@card@
croix-rouge	NOM	croix-rouge
:	PUN	:
de	PRP	de
11	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
,	PUN	,
en	PRP	en
mairie	NOM	mairie
.	SENT	.
cinéma	NOM	cinéma
:	PUN	:
à	PRP	à
21	NUM	@card@
h	ABR	heure
«	PUN:cit	«
taxi	NOM	taxi
3	NUM	@card@
».	ABR	».
