c'	PRO:DEM	ce
est	VER:pres	être
au	PRP:det	au
milieu	NOM	milieu
d'	PRP	de
une	DET:ART	un
assistance	NOM	assistance
nombreuse	ADJ	nombreux
et	KON	et
attentive	ADJ	attentif
que	KON	que
le	DET:ART	le
maire	NOM	maire
,	PUN	,
alain	NOM	alain
maisier	NOM	maisier
,	PUN	,
a	VER:pres	avoir
présenté	VER:pper	présenter
ses	DET:POS	son
v	NOM	v
	ADJ	
ux	ADJ	ux
à	PRP	à
la	DET:ART	le
population	NOM	population
,	PUN	,
souhaité	VER:pper	souhaiter
un	DET:ART	un
bon	ADJ	bon
accueil	NOM	accueil
aux	PRP:det	au
nouveaux	ADJ	nouveau
habitants	NOM	habitant
et	KON	et
fait	VER:pres	faire
le	DET:ART	le
bilan	NOM	bilan
de	PRP	de
l'	DET:ART	le
année	NOM	année
écoulée	VER:pper	écouler
,	PUN	,
énumérant	VER:ppre	énumérer
les	DET:ART	le
travaux	NOM	travail
de	PRP	de
bâtiments	NOM	bâtiment
et	KON	et
voirie	NOM	voirie
exécutés	VER:pper	exécuter
.	SENT	.
les	DET:ART	le
projets	NOM	projet
pour	PRP	pour
2003	NUM	@card@
sont	VER:pres	être
variés	VER:pper	varier
,	PUN	,
avec	PRP	avec
toujours	ADV	toujours
des	PRP:det	du
aménagements	NOM	aménagement
de	PRP	de
bâtiments	NOM	bâtiment
et	KON	et
de	PRP	de
routes	NOM	route
.	SENT	.
le	DET:ART	le
maire	NOM	maire
a	VER:pres	avoir
remercié	VER:pper	remercier
les	DET:ART	le
dirigeants	NOM	dirigeant
des	PRP:det	du
diverses	ADJ	divers
associations	NOM	association
pour	PRP	pour
leur	DET:POS	leur
dévouement	NOM	dévouement
.	SENT	.
puis	ADV	puis
,	PUN	,
la	DET:ART	le
soirée	NOM	soirée
s'	PRO:PER	se
est	VER:pres	être
terminée	VER:pper	terminer
au	PRP:det	au
milieu	NOM	milieu
d'	PRP	de
échanges	NOM	échange
amicaux	ADJ	amical
,	PUN	,
par	PRP	par
le	DET:ART	le
verre	NOM	verre
de	PRP	de
l'	DET:ART	le
amitié	NOM	amitié
accompagné	VER:pper	accompagner
de	PRP	de
succulentes	ADJ	succulent
galettes	NOM	galette
.	SENT	.
