l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
agnès	NOM	agnès
diotisalvi	ADJ	diotisalvi
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
89.73	NUM	@card@
.	SENT	.
28	NUM	@card@
viraggo	NOM	viraggo
5	NUM	@card@
5	NUM	@card@
@	NOM	@
aol	ADJ	aol
.	SENT	.
com	NOM	com
secrétariat	NOM	secrétariat
de	PRP	de
mairie	NOM	mairie
:	PUN	:
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
sivom	NOM	sivom
:	PUN	:
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
13	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
permanence	NOM	permanence
du	PRP:det	du
maire	NOM	maire
:	PUN	:
16	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h.	ABR	h.
badminton	NOM	badminton
:	PUN	:
reprise	NOM	reprise
salle	NOM	salle
polyvalente	ADJ	polyvalent
,	PUN	,
de	PRP	de
21	NUM	@card@
h	ABR	heure
à	PRP	à
22	NUM	@card@
h	ABR	heure
30	NUM	@card@
pour	KON	pour
débutants	ADJ	débutant
ou	KON	ou
confirmés	VER:pper	confirmer
(	PUN	(
contact	NOM	contact
,	PUN	,
03.29	NUM	@card@
.	SENT	.
89.60	NUM	@card@
.	SENT	.
89	NUM	@card@
).	ABR	).
mauvages	NOM	mauvages
:	PUN	:
à	PRP	à
18	NUM	@card@
h	ABR	heure
,	PUN	,
cérémonie	NOM	cérémonie
traditionnelle	ADJ	traditionnel
des	PRP:det	du
v	NOM	v
	ADJ	
ux	ADJ	ux
,	PUN	,
salle	NOM	salle
des	PRP:det	du
granges	NOM	grange
.	SENT	.
