l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
françoise	ADJ	françoise
thomas	NOM	thomas
,	PUN	,
tél/fax	NOM	tél/fax
.	SENT	.
03.29	NUM	@card@
.	SENT	.
80.47	NUM	@card@
.	SENT	.
76	NUM	@card@
messe	NOM	messe
:	PUN	:
à	PRP	à
8	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
la	DET:ART	le
chapelle	NOM	chapelle
.	SENT	.
foyer	NOM	foyer
des	PRP:det	du
jeunes	NOM	jeune
:	PUN	:
à	PRP	à
la	DET:ART	le
résidence	NOM	résidence
vauban	ADJ	vauban
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
lieu	NOM	lieu
d'	PRP	de
accueil	NOM	accueil
parents	ADJ	parent
enfants	NOM	enfant
:	PUN	:
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
la	DET:ART	le
résidence	NOM	résidence
vauban	ADJ	vauban
,	PUN	,
entrée	NOM	entrée
c.	ADJ	c.
