c'	PRO:DEM	ce
est	VER:pres	être
sous	PRP	sous
la	DET:ART	le
présidence	NOM	présidence
d'	PRP	de
henri	ADJ	henri
chevalier	NOM	chevalier
et	KON	et
en	PRP	en
présence	NOM	présence
de	PRP	de
quatre-vingts	NUM	quatre-vingts
adhérents	NOM	adhérent
que	PRO:REL	que
s'	PRO:PER	se
est	VER:pres	être
tenue	VER:pper	tenir
l'	DET:ART	le
assemblée	NOM	assemblée
générale	ADJ	général
des	PRP:det	du
amis	NOM	ami
stainois	ADJ	stainois
au	PRP:det	au
local	NOM	local
de	PRP	de
l'	DET:ART	le
association	NOM	association
oxygène	VER:pres	oxygéner
,	PUN	,
place	NOM	place
du	PRP:det	du
bosquet	NOM	bosquet
.	SENT	.
avant	PRP	avant
d'	PRP	de
ouvrir	VER:infi	ouvrir
l'	DET:ART	le
assemblée	NOM	assemblée
,	PUN	,
m.	ABR	m.
chevalier	NOM	chevalier
a	VER:pres	avoir
demandé	VER:pper	demander
à	PRP	à
l'	DET:ART	le
assistance	NOM	assistance
une	DET:ART	un
minute	NOM	minute
de	PRP	de
silence	NOM	silence
à	PRP	à
la	DET:ART	le
mémoire	NOM	mémoire
de	PRP	de
léon	NOM	léon
caurla	VER:simp	caurla
,	PUN	,
fernand	ADJ	fernand
sidot	NOM	sidot
,	PUN	,
roger	VER:infi	roger
jonvaux	ADJ	jonvaux
et	KON	et
adèle	ADJ	adèle
frizon	NOM	frizon
,	PUN	,
décédés	VER:pper	décéder
au	PRP:det	au
cours	NOM	cour|cours
de	PRP	de
l'	DET:ART	le
année	NOM	année
2002	NUM	@card@
les	DET:ART	le
amis	NOM	ami
stainois	ADJ	stainois
est	VER:pres	être
une	DET:ART	un
association	NOM	association
,	PUN	,
forte	ADJ	fort
d'	PRP	de
une	DET:ART	un
centaine	NOM	centaine
de	PRP	de
membres	NOM	membre
,	PUN	,
qui	PRO:REL	qui
ne	ADV	ne
manque	VER:pres	manquer
pas	ADV	pas
de	PRP	de
punch	NOM	punch
.	SENT	.
m.	ABR	m.
chevalier	NOM	chevalier
a	VER:pres	avoir
présenté	VER:pper	présenter
le	DET:ART	le
rapport	NOM	rapport
moral	ADJ	moral
de	PRP	de
l'	DET:ART	le
année	NOM	année
2002	NUM	@card@
et	KON	et
les	DET:ART	le
prévisions	NOM	prévision
pour	PRP	pour
l'	DET:ART	le
année	NOM	année
2003	NUM	@card@
christiane	NOM	christiane
soudrille	NOM	soudrille
,	PUN	,
trésorière	NOM	trésorière
,	PUN	,
a	VER:pres	avoir
elle	PRO:PER	elle
présenté	VER:pper	présenter
le	DET:ART	le
rapport	NOM	rapport
financier	ADJ	financier
.	SENT	.
il	PRO:PER	il
est	VER:pres	être
positif	ADJ	positif
.	SENT	.
une	DET:ART	un
réunion	NOM	réunion
de	PRP	de
bureau	NOM	bureau
est	VER:pres	être
prévue	VER:pper	prévoir
lundi	NOM	lundi
13	NUM	@card@
janvier	NOM	janvier
au	PRP:det	au
local	NOM	local
à	PRP	à
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
pour	PRP	pour
faire	VER:infi	faire
ressortir	VER:infi	ressortir|ressortir
les	DET:ART	le
points	NOM	point
forts	ADJ	fort
de	PRP	de
l'	DET:ART	le
année	NOM	année
.	SENT	.
puis	ADV	puis
l'	PRO:PER	la|le
on	PRO:PER	on
devait	VER:impf	devoir
passer	VER:infi	passer
à	PRP	à
l'	DET:ART	le
élection	NOM	élection
du	PRP:det	du
tiers	NOM	tiers
sortant	ADJ	sortant
.	SENT	.
le	DET:ART	le
bureau	NOM	bureau
se	PRO:PER	se
compose	VER:pres	composer
de	PRP	de
rené	VER:pper	renaître
schwartz	VER:ppre	schwartz
à	PRP	à
la	DET:ART	le
présidence	NOM	présidence
d'	PRP	de
honneur	NOM	honneur
;	PUN	;
henri	VER:pper	henri
chevalier	NOM	chevalier
,	PUN	,
président	NOM	président
;	PUN	;
henri	VER:pper	henri
bonnot	NOM	bonnot
,	PUN	,
vice-président	NOM	vice-président
;	PUN	;
christiane	NOM	christiane
soudrille	NOM	soudrille
,	PUN	,
trésorière	NOM	trésorière
;	PUN	;
pierrette	NOM	pierrette
christophe	ADJ	christophe
,	PUN	,
trésorière	NOM	trésorière
adjointe	VER:pper	adjoindre
;	PUN	;
nicole	ADJ	nicole
pierron	NOM	pierron
,	PUN	,
secrétaire	NOM	secrétaire
;	PUN	;
membres	NOM	membre
:	PUN	:
simone	NOM	simone
parot	ADJ	parot
et	KON	et
etienne	ADJ	etienne
remy	NOM	remy
.	SENT	.
une	DET:ART	un
tombola	NOM	tombola
a	VER:pres	avoir
aussi	ADV	aussi
été	VER:pper	être
organisée	VER:pper	organiser
.	SENT	.
denis	NOM	denis
helas	NOM	helas
a	VER:pres	avoir
gagné	VER:pper	gagner
le	DET:ART	le
jambon	NOM	jambon
et	KON	et
renée	VER:pper	renaître
tresson	NOM	tresson
le	DET:ART	le
filet	NOM	filet
garni	ADJ	garni
.	SENT	.
puis	ADV	puis
est	VER:pres	être
venu	VER:pper	venir
le	DET:ART	le
moment	NOM	moment
de	PRP	de
déguster	VER:infi	déguster
les	DET:ART	le
galettes	NOM	galette
des	PRP:det	du
rois	NOM	roi
.	SENT	.
une	DET:ART	un
dizaine	NOM	dizaine
de	PRP	de
personnes	NOM	personne
ont	VER:pres	avoir
été	VER:pper	être
couronnées	VER:pper	couronner
.	SENT	.
