l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
alain	NOM	alain
geoffroy	NAM	Geoffroy
,	PUN	,
tél/rep/fax	NOM	tél/rep/fax
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.27	NUM	@card@
.	SENT	.
89	NUM	@card@
médecin	NOM	médecin
:	PUN	:
dr	ADJ	dr
rousseaux	NOM	rousseaux
ou	KON	ou
donnais	VER:impf	donner
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.44	NUM	@card@
.	SENT	.
39	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
nuit	NOM	nuit
:	PUN	:
malard	NOM	malard
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.40	NUM	@card@
.	SENT	.
53	NUM	@card@
ou	KON	ou
03.29	NUM	@card@
.	SENT	.
89.22	NUM	@card@
.	SENT	.
21	NUM	@card@
office	NOM	office
religieux	ADJ	religieux
:	PUN	:
9	NUM	@card@
h	ABR	heure
45	NUM	@card@
église	NOM	église
saint-laurent	ADJ	saint-laurent
.	SENT	.
entraînement	NOM	entraînement
vélo	NOM	vélo
:	PUN	:
départ	NOM	départ
à	PRP	à
9	NUM	@card@
h	ABR	heure
pour	PRP	pour
les	DET:ART	le
cyclos	NOM	cyclo
et	KON	et
vtt	NOM	vtt
,	PUN	,
hôtel	NOM	hôtel
de	PRP	de
ville	NOM	ville
.	SENT	.
après-midi	NOM	après-midi
dansant	ADJ	dansant
à	PRP	à
la	DET:ART	le
mascotte	NOM	mascotte
:	PUN	:
à	PRP	à
partir	VER:infi	partir
de	PRP	de
15	NUM	@card@
h.	ABR	h.
galette	NOM	galette
du	PRP:det	du
comité	NOM	comité
des	PRP:det	du
fêtes	NOM	fête
:	PUN	:
15	NUM	@card@
h	ABR	heure
,	PUN	,
école	NOM	école
de	PRP	de
tusey	NOM	tusey
.	SENT	.
balade	NOM	balade
avec	PRP	avec
le	DET:ART	le
pied	NOM	pied
champêtre	ADJ	champêtre
:	PUN	:
14	NUM	@card@
h	ABR	heure
,	PUN	,
place	NOM	place
du	PRP:det	du
moulin	NOM	moulin
.	SENT	.
