l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
guy	ADJ	guy
henrion	NOM	henrion
;	PUN	;
tél	ABR	téléphone
.	SENT	.
et	KON	et
fax	NOM	fax
03.29	NUM	@card@
.	SENT	.
80.03	NUM	@card@
.	SENT	.
30	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
nuit	NOM	nuit
:	PUN	:
mme	VER:simp	mme
géminel-anselme	NAM	géminel-anselme
,	PUN	,
sous	PRP	sous
les	DET:ART	le
arcades	NOM	arcade
;	PUN	;
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
80.11	NUM	@card@
.	SENT	.
34	NUM	@card@
gymnastique	NOM	gymnastique
d'	PRP	de
entretien	NOM	entretien
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
10	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
remise	NOM	remise
en	PRP	en
forme	NOM	forme
de	PRP	de
10	NUM	@card@
h	ABR	heure
15	NUM	@card@
à	PRP	à
11	NUM	@card@
h	ABR	heure
15	NUM	@card@
à	PRP	à
la	DET:ART	le
salle	NOM	salle
des	PRP:det	du
fêtes	NOM	fête
.	SENT	.
judo	NOM	judo
:	PUN	:
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
cinéma	NOM	cinéma
:	PUN	:
à	PRP	à
21	NUM	@card@
h	ABR	heure
,	PUN	,
«	PUN:cit	«
taxi	NOM	taxi
3	NUM	@card@
».	ABR	».
