c'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
la	DET:ART	le
maternité	NOM	maternité
de	PRP	de
neufchâteau	NOM	neufchâteau
que	KON	que
la	DET:ART	le
petite	ADJ	petit
marine	NOM	marine
est	VER:pres	être
née	VER:pper	naître
.	SENT	.
elle	PRO:PER	elle
fait	VER:pres	faire
la	DET:ART	le
joie	NOM	joie
de	PRP	de
ses	DET:POS	son
parents	NOM	parent|parents
,	PUN	,
francis	VER:simp	francis
deroche	NOM	deroche
et	KON	et
edwige	NOM	edwige
tatin	NOM	tatin
,	PUN	,
domiciliés	VER:pper	domicilier
rue	NOM	rue
des	PRP:det	du
moquards	ADJ	moquards
,	PUN	,
à	PRP	à
saint-ouen	NOM	saint-ouen
.	SENT	.
ses	DET:POS	son
grands-parents	NOM	grands-parents
paternels	ADJ	paternel
,	PUN	,
lucien	ADJ	lucien
et	KON	et
yvette	ADJ	yvette
deroche	NOM	deroche
,	PUN	,
de	PRP	de
serqueux	NOM	serqueux
,	PUN	,
sont	VER:pres	être
ravis	VER:pper	ravir
d'	PRP	de
accueillir	VER:infi	accueillir
leur	DET:POS	leur
9	NUM	@card@
è	NOM	è
me	PRO:PER	me
petite-fille	NOM	petite-fille
.	SENT	.
un	DET:ART	un
premier	NUM	premier
honneur	NOM	honneur
,	PUN	,
par	PRP	par
contre	NOM	contre
,	PUN	,
pour	PRP	pour
dominique	ADJ	dominique
et	KON	et
martine	VER:pres	martiner
tatin	NOM	tatin
,	PUN	,
de	PRP	de
bourbonne-les-bains	NOM	bourbonne-les-bains
.	SENT	.
laurine	NOM	laurine
a	VER:pres	avoir
aussi	ADV	aussi
des	PRP:det	du
arrière-grands-parents	NOM	arrière-grands-parents
,	PUN	,
michel	NOM	michel
et	KON	et
jacqueline	NOM	jacqueline
siméant	ADJ	siméant
et	KON	et
une	DET:ART	un
arrière-grand-mère	NOM	arrière-grand-mère
,	PUN	,
jeanne	NOM	jeanne
guillaume	NOM	guillaume
.	SENT	.
nos	DET:POS	notre
félicitations	NOM	félicitation
.	SENT	.
