l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
geneviève	NOM	geneviève
grégoire	ADJ	grégoire
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
78.14	NUM	@card@
.	SENT	.
73	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
:	PUN	:
lepage	NOM	lepage
,	PUN	,
10	NUM	@card@
rue	NOM	rue
du	PRP:det	du
général-de-gaulle	NOM	général-de-gaulle
,	PUN	,
à	PRP	à
ligny	NAM	ligny
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
78.40	NUM	@card@
.	SENT	.
54	NUM	@card@
admr	NOM	admr
:	PUN	:
permanence	NOM	permanence
de	PRP	de
8	NUM	@card@
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
13	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
,	PUN	,
2	NUM	@card@
rue	NOM	rue
du	PRP:det	du
finissage	NOM	finissage
.	SENT	.
bibliothèque	NOM	bibliothèque
:	PUN	:
de	PRP	de
16	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h	ABR	heure
,	PUN	,
bâtiment	NOM	bâtiment
de	PRP	de
l'	DET:ART	le
asrst	NOM	asrst
,	PUN	,
4	NUM	@card@
rue	NOM	rue
du	PRP:det	du
finissage	NOM	finissage
.	SENT	.
secrétariat	NOM	secrétariat
de	PRP	de
mairie	NOM	mairie
:	PUN	:
8	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
;	PUN	;
permanence	NOM	permanence
des	PRP:det	du
élus	ADJ	élu
jusqu'à	NOM	jusqu'à
19	NUM	@card@
h.	ABR	h.
