l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
françoise	ADJ	françoise
thomas	NOM	thomas
,	PUN	,
tél	ABR	téléphone
.	SENT	.
répondeur	NOM	répondeur
et	KON	et
fax	NOM	fax
.	SENT	.
03.29	NUM	@card@
.	SENT	.
80.47	NUM	@card@
.	SENT	.
76	NUM	@card@
au	PRP:det	au
6	NUM	@card@
place	NOM	place
de	PRP	de
la	DET:ART	le
république	NOM	république
.	SENT	.
a	VER:pres	avoir
la	DET:ART	le
maison	NOM	maison
des	PRP:det	du
services	NOM	service
:	PUN	:
cicas	NOM	cicas
de	PRP	de
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
;	PUN	;
anpe	NOM	anpe
sur	PRP	sur
convocation	NOM	convocation
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
;	PUN	;
cram	NOM	cram
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
sur	PRP	sur
rendez-vous	NOM	rendez-vous
;	PUN	;
anpe	NOM	anpe
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
16	NUM	@card@
h	ABR	heure
;	PUN	;
amatrami	NOM	amatrami
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
16	NUM	@card@
h.	ABR	h.
messe	NOM	messe
:	PUN	:
à	PRP	à
la	DET:ART	le
chapelle	NOM	chapelle
à	PRP	à
10	NUM	@card@
h.	ABR	h.
