l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
75.34	NUM	@card@
.	SENT	.
39	NUM	@card@
;	PUN	;
fax	NOM	fax
.	SENT	.
03.29	NUM	@card@
.	SENT	.
75.38	NUM	@card@
.	SENT	.
49	NUM	@card@
la	DET:ART	le
poste	NOM	poste
:	PUN	:
de	PRP	de
8	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
13	NUM	@card@
h	ABR	heure
45	NUM	@card@
à	PRP	à
17	NUM	@card@
h.	ABR	h.
admr	NOM	admr
:	PUN	:
de	PRP	de
11	NUM	@card@
à	PRP	à
12	NUM	@card@
h.	ABR	h.
mission	NOM	mission
locale	ADJ	local
:	PUN	:
de	PRP	de
14	NUM	@card@
à	PRP	à
15	NUM	@card@
h	ABR	heure
30	NUM	@card@
déchets	NOM	déchet
:	PUN	:
sortir	VER:infi	sortir
sacs	NOM	sac
jaunes	ADJ	jaune
.	SENT	.
