c'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
0	NUM	@card@
h	ABR	heure
25	NUM	@card@
le	DET:ART	le
14	NUM	@card@
janvier	NOM	janvier
,	PUN	,
qu'	PRO:REL	que
est	VER:pres	être
née	VER:pper	naître
laura	VER:simp	laurer
à	PRP	à
la	DET:ART	le
maternité	NOM	maternité
régionale	ADJ	régional
de	PRP	de
nancy	NOM	nancy
.	SENT	.
premier	NUM	premier
enfant	NOM	enfant
de	PRP	de
magali	NOM	magali
et	KON	et
stéphane	ADJ	stéphane
lambert	NOM	lambert
,	PUN	,
artisans	NOM	artisan
boulangers	ADJ	boulanger
,	PUN	,
laura	VER:simp	laurer
,	PUN	,
qui	PRO:REL	qui
pesait	VER:impf	peser
3,510	NUM	@card@
kg	ABR	kg
et	KON	et
mesurait	VER:impf	mesurer
49,5	NUM	@card@
cm	NOM	cm
à	PRP	à
sa	DET:POS	son
venue	NOM	venu|venue
au	PRP:det	au
monde	NOM	monde
,	PUN	,
viendra	VER:futu	venir
bientôt	ADV	bientôt
égayer	VER:infi	égayer|égayer
le	DET:ART	le
domicile	NOM	domicile
familial	ADJ	familial
,	PUN	,
rue	NOM	rue
de	PRP	de
nancy	NOM	nancy
.	SENT	.
félicitations	NOM	félicitation
aux	PRP:det	au
parents	NOM	parent|parents
et	KON	et
v	NOM	v
	ADJ	
ux	ADJ	ux
au	PRP:det	au
bébé	NOM	bébé
.	SENT	.
