c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
tristesse	NOM	tristesse
que	PRO:REL	que
nous	PRO:PER	nous
apprenons	VER:pres	apprendre
le	DET:ART	le
décès	NOM	décès
de	PRP	de
m.	VER:infi	m.
roger	VER:infi	roger
chapuit	NOM	chapuit
,	PUN	,
survenu	VER:pper	survenir
à	PRP	à
l'	DET:ART	le
hôpital	NOM	hôpital
jean-monnet	NOM	jean-monnet
d'	PRP	de
epinal	NOM	epinal
,	PUN	,
le	DET:ART	le
29	NUM	@card@
janvier	NOM	janvier
,	PUN	,
à	PRP	à
l'	DET:ART	le
âge	NOM	âge
de	PRP	de
83	NUM	@card@
ans	NOM	an
.	SENT	.
né	VER:pper	naître
à	PRP	à
xertigny	NOM	xertigny
le	DET:ART	le
14	NUM	@card@
janvier	NOM	janvier
1920	NUM	@card@
roger	NOM	roger
est	VER:pres	être
arrivé	VER:pper	arriver
au	PRP:det	au
clerjus	NOM	clerjus
durant	PRP	durant
son	DET:POS	son
enfance	NOM	enfance
.	SENT	.
en	PRP	en
octobre	NOM	octobre
1942	NUM	@card@
il	PRO:PER	il
épousait	VER:impf	épouser
lucienne	ADJ	lucienne
giroux	NOM	giroux
qu'	PRO:REL	que
il	PRO:PER	il
eut	VER:simp	avoir
la	DET:ART	le
douleur	NOM	douleur
de	PRP	de
perdre	VER:infi	perdre
en	PRP	en
avril	NOM	avril
1972	NUM	@card@
de	PRP	de
leur	DET:POS	leur
union	NOM	union
sont	VER:pres	être
nés	VER:pper	naître
cinq	NUM	cinq
enfants	NOM	enfant
:	PUN	:
pierre	NOM	pierre
,	PUN	,
demeurant	VER:ppre	demeurer
à	PRP	à
saint-loup	NOM	saint-loup
,	PUN	,
simone	NOM	simone
demeurant	VER:ppre	demeurer
à	PRP	à
biscarosse	NOM	biscarosse
,	PUN	,
jacqueline	NOM	jacqueline
habitant	VER:ppre	habiter
la	DET:ART	le
verrerie-de-portieux	NOM	verrerie-de-portieux
,	PUN	,
micheline	NOM	micheline
à	PRP	à
epinal	NOM	epinal
et	KON	et
patrice	NOM	patrice
à	PRP	à
bains-les-bains	NOM	bains-les-bains
.	SENT	.
il	PRO:PER	il
eut	VER:simp	avoir
la	DET:ART	le
joie	NOM	joie
de	PRP	de
voir	VER:infi	voir
naître	VER:infi	naître
douze	NUM	douze
petits-enfants	NOM	petits-enfants
et	KON	et
dix-huit	NUM	dix-huit
18	NUM	@card@
arrière	ADJ	arrière
petits-enfants	NOM	petits-enfants
.	SENT	.
durant	PRP	durant
sa	DET:POS	son
vie	NOM	vie
active	ADJ	actif
,	PUN	,
il	PRO:PER	il
avait	VER:impf	avoir
repris	VER:pper	reprendre
l'	DET:ART	le
activité	NOM	activité
de	PRP	de
son	DET:POS	son
frère	NOM	frère
comme	KON	comme
maréchal-ferrant	NOM	maréchal-ferrant
,	PUN	,
puis	ADV	puis
a	VER:pres	avoir
travaillé	VER:pper	travailler
comme	ADV	comme
tréfileur	NOM	tréfileur
à	PRP	à
la	DET:ART	le
tréfilerie	NOM	tréfilerie
de	PRP	de
la	DET:ART	le
chaudeau	NOM	chaudeau
,	PUN	,
chaudronnier	NOM	chaudronnier
à	PRP	à
epinal	NOM	epinal
,	PUN	,
soudeur	NOM	soudeur
à	PRP	à
la	DET:ART	le
boulonnerie	NOM	boulonnerie
megnin	ADJ	megnin
de	PRP	de
la	DET:ART	le
chaudeau	NOM	chaudeau
.	SENT	.
il	PRO:PER	il
fut	VER:simp	être
obligé	VER:pper	obliger
de	PRP	de
s'	PRO:PER	se
arrêter	VER:infi	arrêter
pour	PRP	pour
raison	NOM	raison
de	PRP	de
santé	NOM	santé
jusqu'à	NOM	jusqu'à
l'	DET:ART	le
âge	NOM	âge
de	PRP	de
la	DET:ART	le
retraite	NOM	retraite
en	PRP	en
1985	NUM	@card@
roger	ADJ	roger
chapuit	NOM	chapuit
était	VER:impf	être
bien	ADV	bien
connu	VER:pper	connaître
de	PRP	de
ses	DET:POS	son
voisins	NOM	voisin
auquel	PRO:REL	auquel
il	PRO:PER	il
aimait	VER:impf	aimer
rendre	VER:infi	rendre
service	NOM	service
.	SENT	.
depuis	PRP	depuis
quelques	PRO:IND	quelque
mois	NOM	moi|mois
,	PUN	,
il	PRO:PER	il
avait	VER:impf	avoir
choisi	VER:pper	choisir
de	PRP	de
se	PRO:PER	se
retirer	VER:infi	retirer
à	PRP	à
la	DET:ART	le
maison	NOM	maison
de	PRP	de
retraite	NOM	retraite
de	PRP	de
xertigny	NAM	xertigny
.	SENT	.
le	DET:ART	le
défunt	NOM	défunt
,	PUN	,
estimé	VER:pper	estimer
de	PRP	de
tous	PRO:IND	tout
,	PUN	,
repose	VER:pres	reposer
au	PRP:det	au
funérarium	NOM	funérarium
marcot	ADJ	marcot
de	PRP	de
xertigny	NAM	xertigny
.	SENT	.
ses	DET:POS	son
obsèques	NOM	obsèques
religieuses	ADJ	religieux
auront	VER:futu	avoir
lieu	NOM	lieu
le	DET:ART	le
31	NUM	@card@
janvier	NOM	janvier
,	PUN	,
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
en	PRP	en
l'	DET:ART	le
église	NOM	église
du	PRP:det	du
clerjus	NOM	clerjus
,	PUN	,
suivies	VER:pper	suivre
de	PRP	de
l'	DET:ART	le
inhumation	NOM	inhumation
au	PRP:det	au
cimetière	NOM	cimetière
.	SENT	.
nos	DET:POS	notre
sincères	ADJ	sincère
condoléances	NOM	condoléance
à	PRP	à
ses	DET:POS	son
proches	NOM	proche
.	SENT	.
