l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
daniel	ADJ	daniel
vesin	NOM	vesin
66	NUM	@card@
rue	NOM	rue
du	PRP:det	du
général-de-gaulle	NOM	général-de-gaulle
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
90.16	NUM	@card@
.	SENT	.
45	NUM	@card@
télécopie	NOM	télécopie
03.29	NUM	@card@
.	SENT	.
90.11	NUM	@card@
.	SENT	.
87	NUM	@card@
secrétariat	NOM	secrétariat
de	PRP	de
mairie	NOM	mairie
:	PUN	:
8	NUM	@card@
h	ABR	heure
15	NUM	@card@
à	PRP	à
12	NUM	@card@
h.	ABR	h.
la	DET:ART	le
poste	NOM	poste
:	PUN	:
8	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
et	KON	et
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
15	NUM	@card@
h	ABR	heure
30	NUM	@card@
