a	VER:pres	avoir
l'	DET:ART	le
occasion	NOM	occasion
des	PRP:det	du
vacances	NOM	vacance
de	PRP	de
février	NOM	février
2003	NUM	@card@
les	DET:ART	le
francas	NOM	francas
organisent	VER:pres	organiser
,	PUN	,
avec	PRP	avec
le	DET:ART	le
concours	NOM	concours
et	KON	et
le	DET:ART	le
soutien	NOM	soutien
financier	ADJ	financier
de	PRP	de
la	DET:ART	le
municipalité	NOM	municipalité
,	PUN	,
un	DET:ART	un
centre	NOM	centre
de	PRP	de
loisirs	NOM	loisir
.	SENT	.
il	PRO:PER	il
se	PRO:PER	se
déroulera	VER:futu	dérouler
du	PRP:det	du
lundi	NOM	lundi
24	NUM	@card@
au	PRP:det	au
vendredi	NOM	vendredi
28	NUM	@card@
février	NOM	février
à	PRP	à
la	DET:ART	le
salle	NOM	salle
des	PRP:det	du
fêtes	NOM	fête
ou	KON	ou
au	PRP:det	au
centre	NOM	centre
d'	PRP	de
animation	NOM	animation
de	PRP	de
8	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
pour	PRP	pour
les	DET:ART	le
enfants	NOM	enfant
qui	PRO:REL	qui
ne	ADV	ne
mangent	VER:pres	manger
pas	ADV	pas
sur	PRP	sur
place	NOM	place
et	KON	et
de	PRP	de
8	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
pour	PRP	pour
ceux	PRO:DEM	celui
qui	PRO:REL	qui
prennent	VER:pres	prendre
le	DET:ART	le
repas	NOM	repas
.	SENT	.
il	PRO:PER	il
s'	PRO:PER	se
adresse	VER:pres	adresser
aux	PRP:det	au
enfants	NOM	enfant
âgés	ADJ	âgé
de	PRP	de
4	NUM	@card@
à	PRP	à
13	NUM	@card@
ans	NOM	an
qui	PRO:REL	qui
seront	VER:futu	être
encadrés	VER:pper	encadrer
par	PRP	par
des	PRP:det	du
animateurs	NOM	animateur
diplômés	ADJ	diplômé
bafa	VER:simp	bafa
.	SENT	.
le	DET:ART	le
programme	NOM	programme
de	PRP	de
la	DET:ART	le
semaine	NOM	semaine
proposé	VER:pper	proposer
par	PRP	par
l'	DET:ART	le
équipe	NOM	équipe
d'	PRP	de
animation	NOM	animation
sera	VER:futu	être
celui	PRO:DEM	celui
ci-après	NOM	ci-après
:	PUN	:
lundi	NOM	lundi
,	PUN	,
tournois	ADJ	tournois
sur	PRP	sur
différentes	ADJ	différent
activités	NOM	activité
physiques	ADJ	physique
,	PUN	,
création	NOM	création
d'	PRP	de
un	DET:ART	un
site	NOM	site
internet	ADJ	internet
pour	PRP	pour
les	DET:ART	le
plus	ADV	plus
grands	ADJ	grand
et	KON	et
d'	PRP	de
un	DET:ART	un
journal	NOM	journal
pour	PRP	pour
les	DET:ART	le
petits	NOM	petit
.	SENT	.
mardi	NOM	mardi
,	PUN	,
sortie	VER:pper	sortir
cinéma	NOM	cinéma
,	PUN	,
activités	NOM	activité
manuelles	ADJ	manuel
au	PRP:det	au
choix	NOM	choix
.	SENT	.
mercredi	NOM	mercredi
,	PUN	,
grands	ADJ	grand
jeux	NOM	jeu
,	PUN	,
graine	NOM	graine
de	PRP	de
champions	NOM	champion
et	KON	et
phase	NOM	phase
2	NUM	@card@
du	PRP:det	du
site	NOM	site
internet	ADJ	internet
et	KON	et
du	PRP:det	du
journal	NOM	journal
.	SENT	.
jeudi	NOM	jeudi
:	PUN	:
préparation	NOM	préparation
carnaval	NOM	carnaval
,	PUN	,
et	KON	et
sortie	VER:pper	sortir
au	PRP:det	au
choix	NOM	choix
,	PUN	,
patinoire	NOM	patinoire
ou	KON	ou
piscine	NOM	piscine
.	SENT	.
vendredi	NOM	vendredi
:	PUN	:
activités	NOM	activité
manuelles	ADJ	manuel
au	PRP:det	au
choix	NOM	choix
,	PUN	,
après-midi	NOM	après-midi
carnaval	NOM	carnaval
.	SENT	.
les	DET:ART	le
activités	NOM	activité
du	PRP:det	du
planning	NOM	planning
tiennent	VER:pres	tenir
compte	NOM	compte
de	PRP	de
l'	DET:ART	le
âge	NOM	âge
des	PRP:det	du
enfants	NOM	enfant
.	SENT	.
les	DET:ART	le
inscriptions	NOM	inscription
peuvent	VER:pres	pouvoir
se	PRO:PER	se
faire	VER:infi	faire
à	PRP	à
la	DET:ART	le
semaine	NOM	semaine
ou	KON	ou
à	PRP	à
la	DET:ART	le
journée	NOM	journée
complète	ADJ	complet
.	SENT	.
elles	PRO:PER	elle
seront	VER:futu	être
enregistrées	VER:pper	enregistrer
dans	PRP	dans
un	DET:ART	un
ordre	NOM	ordre
chronologique	ADJ	chronologique
et	KON	et
dans	PRP	dans
la	DET:ART	le
limite	NOM	limite
des	PRP:det	du
places	NOM	place
disponibles	ADJ	disponible
,	PUN	,
dès	PRP	dès
à	PRP	à
présent	NOM	présent
au	PRP:det	au
centre	NOM	centre
d'	PRP	de
animation	NOM	animation
les	DET:ART	le
lundis	NOM	lundi
,	PUN	,
mardis	NOM	mardi
,	PUN	,
jeudis	NOM	jeudi
et	KON	et
vendredis	NOM	vendredi
de	PRP	de
16	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
avec	PRP	avec
fiche	NOM	fiche
d'	PRP	de
inscription	NOM	inscription
obligatoire	ADJ	obligatoire
.	SENT	.
tarifs	NOM	tarif
à	PRP	à
la	DET:ART	le
semaine	NOM	semaine
:	PUN	:
avec	PRP	avec
repas	NOM	repas
,	PUN	,
42	NUM	@card@
,	NOM	,
saint-vitois	ADJ	saint-vitois
;	PUN	;
57,50	NUM	@card@
	NOM	
extérieurs	ADJ	extérieur
;	PUN	;
bons	ADJ	bon
caf	NOM	caf
23	NUM	@card@
,	NOM	,
-	PUN	-
38,50	NUM	@card@
.	ABR	.
sans	PRP	sans
repas	NOM	repas
:	PUN	:
24	NUM	@card@
	NOM	
saint-vitois	ADJ	saint-vitois
;	PUN	;
24	NUM	@card@
	NOM	
extérieurs	ADJ	extérieur
.	SENT	.
bons	ADJ	bon
caf	NOM	caf
8,50	NUM	@card@
	NOM	
saint-vitois	ADJ	saint-vitois
,	PUN	,
8,50	NUM	@card@
	NOM	
extérieurs	ADJ	extérieur
.	SENT	.
