l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
.	SENT	.
geneviève	NOM	geneviève
grégoire	ADJ	grégoire
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
78.14	NUM	@card@
.	SENT	.
73	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
:	PUN	:
.	SENT	.
sidot	NOM	sidot
et	KON	et
minster	VER:infi	minster
25	NUM	@card@
rue	NOM	rue
du	PRP:det	du
général	NOM	général
de	PRP	de
gaulle	NOM	gaulle
à	PRP	à
ligny	NAM	ligny
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
78.40	NUM	@card@
.	SENT	.
11	NUM	@card@
admr	NOM	admr
:	PUN	:
.	SENT	.
de	PRP	de
8	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
13	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
,	PUN	,
2	NUM	@card@
rue	NOM	rue
du	PRP:det	du
finissage	NOM	finissage
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
78.17	NUM	@card@
.	SENT	.
62	NUM	@card@
chorale	NOM	chorale
:	PUN	:
.	SENT	.
salle	NOM	salle
de	PRP	de
l'	DET:ART	le
odyssée	NOM	odyssée
à	PRP	à
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
mairie	NOM	mairie
:	PUN	:
.	SENT	.
8	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
(	PUN	(
élus	VER:pper	élire
jusqu'à	NOM	jusqu'à
19	NUM	@card@
h	ABR	heure
).	ABR	).
