c'	PRO:DEM	ce
est	VER:pres	être
devant	PRP	devant
eric	ADJ	eric
lalloz	NOM	lalloz
,	PUN	,
adjoint	VER:pper	adjoindre
au	PRP:det	au
maire	NOM	maire
à	PRP	à
luxeuil	NOM	luxeuil
,	PUN	,
que	KON	que
fouad	NOM	fouad
bahmane	ADJ	bahmane
,	PUN	,
militaire	ADJ	militaire
,	PUN	,
et	KON	et
jessica	NOM	jessica
delachambre	ADJ	delachambre
,	PUN	,
tous	PRO:IND	tout
deux	NUM	deux
âgés	ADJ	âgé
de	PRP	de
19	NUM	@card@
ans	NOM	an
et	KON	et
domiciliés	VER:pper	domicilier
place	NOM	place
du	PRP:det	du
8	NUM	@card@
-	PUN	-
mai	NOM	mai
,	PUN	,
ont	VER:pres	avoir
uni	VER:pper	unir
leurs	DET:POS	leur
destinées	NOM	destinée
.	SENT	.
tous	PRO:IND	tout
nos	DET:POS	notre
voeux	NOM	vœu
de	PRP	de
bonheur	NOM	bonheur
.	SENT	.
