c'	PRO:DEM	ce
est	VER:pres	être
calé	VER:pper	caler
.	SENT	.
le	DET:ART	le
sluc	NOM	sluc
nancy	NOM	nancy
disputera	VER:futu	disputer
un	DET:ART	un
match	NOM	match
amical	ADJ	amical
vendredi	NOM	vendredi
24	NUM	@card@
janvier	NOM	janvier
lors	ADV	lors
de	PRP	de
la	DET:ART	le
mini-trêve	NOM	mini-trêve
occasionnée	VER:pper	occasionner
par	PRP	par
les	DET:ART	le
deux	NUM	deux
matches	NOM	match
de	PRP	de
l'	DET:ART	le
équipe	NOM	équipe
de	PRP	de
france	NOM	france
.	SENT	.
la	DET:ART	le
rencontre	NOM	rencontre
se	PRO:PER	se
disputera	VER:futu	disputer
à	PRP	à
besançon	NOM	besançon
.	SENT	.
