c'	PRO:DEM	ce
est	VER:pres	être
autour	ADV	autour
de	PRP	de
la	DET:ART	le
traditionnelle	ADJ	traditionnel
galette	NOM	galette
des	PRP:det	du
rois	NOM	roi
que	KON	que
le	DET:ART	le
maire	NOM	maire
,	PUN	,
didier	ADJ	didier
aubry	NOM	aubry
,	PUN	,
a	VER:pres	avoir
présenté	VER:pper	présenter
ses	DET:POS	son
v	NOM	v
	ADJ	
ux	ADJ	ux
.	SENT	.
il	PRO:PER	il
a	VER:pres	avoir
profité	VER:pper	profiter
de	PRP	de
l'	DET:ART	le
occasion	NOM	occasion
pour	PRP	pour
rendre	VER:infi	rendre
hommage	NOM	hommage
à	PRP	à
toutes	PRO:IND	tout
les	DET:ART	le
personnes	NOM	personne
qui	PRO:REL	qui
,	PUN	,
au	PRP:det	au
quotidien	NOM	quotidien
,	PUN	,
s'	PRO:PER	se
investissent	VER:pres	investir
et	KON	et
	NOM	
uvrent	ADJ	uvrent
ensemble	ADV	ensemble
pour	PRP	pour
faire	VER:infi	faire
de	PRP	de
la	DET:ART	le
commune	NOM	commune
un	DET:ART	un
endroit	NOM	endroit
où	PRO:REL	où
il	PRO:PER	il
fait	VER:pres	faire
bon	ADV	bon
vivre	VER:infi	vivre
.	SENT	.
il	PRO:PER	il
a	VER:pres	avoir
donc	ADV	donc
remercié	VER:pper	remercier
ses	DET:POS	son
conseillers	NOM	conseiller
municipaux	ADJ	municipal
,	PUN	,
les	DET:ART	le
présidents	NOM	président
d'	PRP	de
associations	NOM	association
sportives	ADJ	sportif
,	PUN	,
le	DET:ART	le
club	NOM	club
du	PRP:det	du
3	NUM	@card@
e	NOM	e
âge	NOM	âge
,	PUN	,
le	DET:ART	le
restaurateur	NOM	restaurateur
du	PRP:det	du
village	NOM	village
,	PUN	,
sans	PRP	sans
oublier	VER:infi	oublier
les	DET:ART	le
institutrices	NOM	instituteur
.	SENT	.
