c'	PRO:DEM	ce
est	VER:pres	être
par	PRP	par
une	DET:ART	un
température	NOM	température
de	PRP	de
moins	ADV	moins
deux	NUM	deux
degrés	NOM	degré
et	KON	et
un	DET:ART	un
vent	NOM	vent
glacial	ADJ	glacial
venant	VER:ppre	venir
du	PRP:det	du
nord	NOM	nord
,	PUN	,
que	KON	que
les	DET:ART	le
soldats	NOM	soldat
du	PRP:det	du
feu	NOM	feu
de	PRP	de
centre	NOM	centre
de	PRP	de
secours	NOM	secours
du	PRP:det	du
val	NOM	val
de	PRP	de
seille	NOM	seille
se	PRO:PER	se
trouvaient	VER:impf	trouver
sur	PRP	sur
la	DET:ART	le
place	NOM	place
de	PRP	de
la	DET:ART	le
gare	NOM	gare
de	PRP	de
jeandelaincourt	NOM	jeandelaincourt
,	PUN	,
dimanche	NOM	dimanche
matin	NOM	matin
,	PUN	,
pour	PRP	pour
une	DET:ART	un
répétition	NOM	répétition
des	PRP:det	du
gestes	NOM	geste
de	PRP	de
sécurité	NOM	sécurité
.	SENT	.
en	PRO:PER	en
fait	VER:pres	faire
,	PUN	,
il	PRO:PER	il
s'	PRO:PER	se
agissait	VER:impf	agir
de	PRP	de
vérifier	VER:infi	vérifier
la	DET:ART	le
capacité	NOM	capacité
respiratoire	ADJ	respiratoire
de	PRP	de
chacun	PRO:IND	chacun
avec	PRP	avec
les	DET:ART	le
bouteilles	NOM	bouteille
d'	PRP	de
air	NOM	air
comprimé	VER:pper	comprimer
,	PUN	,
en	PRP	en
situation	NOM	situation
d'	PRP	de
efforts	NOM	effort
.	SENT	.
dirigés	VER:pper	diriger
par	PRP	par
le	DET:ART	le
sergent	NOM	sergent
godefroy	NOM	godefroy
,	PUN	,
les	DET:ART	le
hommes	NOM	homme
et	KON	et
femmes	NOM	femme
présents	ADJ	présent
avaient	VER:impf	avoir
un	DET:ART	un
parcours	NOM	parcours
à	PRP	à
réaliser	VER:infi	réaliser
en	PRP	en
tirant	VER:ppre	tirer
un	DET:ART	un
dévidoir	NOM	dévidoir
sur	PRP	sur
roues	NOM	roue
de	PRP	de
150	NUM	@card@
kg	ABR	kg
environ	ADV	environ
,	PUN	,
sur	PRP	sur
une	DET:ART	un
trentaine	NOM	trentaine
de	PRP	de
mètres	NOM	mètre
,	PUN	,
parcours	NOM	parcours
à	PRP	à
effectuer	VER:infi	effectuer
deux	NUM	deux
fois	NOM	foi|fois
,	PUN	,
et	KON	et
un	DET:ART	un
parcours	NOM	parcours
d'	PRP	de
obstacles	NOM	obstacle
avec	PRP	avec
deux	NUM	deux
rallonges	NOM	rallonge
de	PRP	de
tuyaux	NOM	tuyau
sur	PRP	sur
les	DET:ART	le
épaules	NOM	épaule
,	PUN	,
le	DET:ART	le
tout	ADV	tout
équipés	VER:pper	équiper
avec	PRP	avec
la	DET:ART	le
panoplie	NOM	panoplie
complète	ADJ	complet
de	PRP	de
respiration	NOM	respiration
en	PRP	en
milieu	NOM	milieu
difficile	ADJ	difficile
,	PUN	,
avec	PRP	avec
masque	NOM	masque
et	KON	et
bouteilles	NOM	bouteille
à	PRP	à
dos	NOM	dos
.	SENT	.
un	DET:ART	un
exercice	NOM	exercice
qui	PRO:REL	qui
avait	VER:impf	avoir
pour	PRP	pour
but	NOM	but
également	ADV	également
le	DET:ART	le
maintien	NOM	maintien
de	PRP	de
la	DET:ART	le
forme	NOM	forme
des	PRP:det	du
hommes	NOM	homme
.	SENT	.
