l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
claude	NOM	claude
mangin	NAM	Mangin
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.13	NUM	@card@
.	SENT	.
59	NUM	@card@
ou	KON	ou
06.09	NUM	@card@
.	SENT	.
26.22	NUM	@card@
.	SENT	.
63	NUM	@card@
;	PUN	;
fax	NOM	fax
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.01	NUM	@card@
.	SENT	.
40	NUM	@card@
mairie	NOM	mairie
:	PUN	:
secrétariat	NOM	secrétariat
ouvert	VER:pper	ouvrir
de	PRP	de
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
12	NUM	@card@
h	ABR	heure
;	PUN	;
permanences	NOM	permanence
de	PRP	de
robert	NOM	robert
bruge	NOM	bruge
(	PUN	(
circulation	NOM	circulation
)	PUN	)
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
;	PUN	;
robert	NOM	robert
voisin	ADJ	voisin
(	PUN	(
travaux	NOM	travail
)	PUN	)
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
;	PUN	;
christian	NOM	christian
miconi	NOM	miconi
(	PUN	(
associations	NOM	association
)	PUN	)
de	PRP	de
18	NUM	@card@
h	ABR	heure
à	PRP	à
19	NUM	@card@
h.	ABR	h.
aquarium	NOM	aquarium
:	PUN	:
rue	NOM	rue
thiers	ADJ	thiers
,	PUN	,
ouvert	VER:pper	ouvrir
de	PRP	de
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
22	NUM	@card@
h	ABR	heure
30	NUM	@card@
harmonie	NOM	harmonie
:	PUN	:
répétition	NOM	répétition
au	PRP:det	au
local	NOM	local
,	PUN	,
à	PRP	à
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
fléchettes	NOM	fléchette
:	PUN	:
entraînement	NOM	entraînement
au	PRP:det	au
local	NOM	local
à	PRP	à
21	NUM	@card@
h.	ABR	h.
