lors	ADV	lors
du	PRP:det	du
dernier	ADJ	dernier
conseil	NOM	conseil
municipal	ADJ	municipal
,	PUN	,
les	DET:ART	le
élus	NOM	élu
ont	VER:pres	avoir
pris	VER:pper	prendre
les	DET:ART	le
décisions	NOM	décision
suivantes	ADJ	suivant
:	PUN	:
révision	NOM	révision
du	PRP:det	du
loyer	NOM	loyer
du	PRP:det	du
logement	NOM	logement
communal	ADJ	communal
:	PUN	:
le	DET:ART	le
loyer	NOM	loyer
du	PRP:det	du
logement	NOM	logement
communal	ADJ	communal
passe	VER:pres	passer
de	PRP	de
234	NUM	@card@
à	PRP	à
239	NUM	@card@
.	ABR	.
modification	NOM	modification
du	PRP:det	du
branchement	NOM	branchement
d'	PRP	de
alimentation	NOM	alimentation
en	PRP	en
eau	NOM	eau
de	PRP	de
dompierre	NOM	dompierre
:	PUN	:
le	DET:ART	le
maire	NOM	maire
donne	VER:pres	donner
lecture	NOM	lecture
d'	PRP	de
un	DET:ART	un
courrier	NOM	courrier
de	PRP	de
la	DET:ART	le
commune	NOM	commune
de	PRP	de
dompierre	NOM	dompierre
concernant	VER:ppre	concerner
une	DET:ART	un
demande	NOM	demande
de	PRP	de
participation	NOM	participation
de	PRP	de
la	DET:ART	le
commune	NOM	commune
de	PRP	de
méménil	NOM	méménil
pour	PRP	pour
modification	NOM	modification
du	PRP:det	du
branchement	NOM	branchement
de	PRP	de
la	DET:ART	le
commune	NOM	commune
de	PRP	de
dompierre	NOM	dompierre
au	PRP:det	au
réseau	NOM	réseau
d'	PRP	de
eau	NOM	eau
.	SENT	.
la	DET:ART	le
prise	NOM	prise
se	PRO:PER	se
ferait	VER:cond	faire
en	PRP	en
amont	NOM	amont
du	PRP:det	du
supresseur	NOM	supresseur
et	KON	et
non	ADV	non
plus	ADV	plus
sur	PRP	sur
la	DET:ART	le
conduite	NOM	conduite
d'	PRP	de
alimentation	NOM	alimentation
de	PRP	de
méménil	NOM	méménil
.	SENT	.
le	DET:ART	le
conseil	NOM	conseil
accepte	VER:pres	accepter
de	PRP	de
prendre	VER:infi	prendre
en	PRP	en
charge	NOM	charge
une	DET:ART	un
participation	NOM	participation
de	PRP	de
25	NUM	@card@
%	SYM	%
sur	PRP	sur
un	DET:ART	un
coût	NOM	coût
de	PRP	de
5.350	NUM	@card@
	NOM	
ht	VER:subi	ht
pour	PRP	pour
ces	PRO:DEM	ce
travaux	NOM	travail
,	PUN	,
mais	KON	mais
demande	VER:pres	demander
de	PRP	de
revoir	VER:infi	revoir
le	DET:ART	le
dossier	NOM	dossier
avec	PRP	avec
dompierre	NOM	dompierre
afin	KON	afin
de	PRP	de
déterminer	VER:infi	déterminer
avec	PRP	avec
précision	NOM	précision
l'	DET:ART	le
emplacement	NOM	emplacement
du	PRP:det	du
branchement	NOM	branchement
d'	PRP	de
eau	NOM	eau
.	SENT	.
achat	NOM	achat
de	PRP	de
terrain	NOM	terrain
:	PUN	:
la	DET:ART	le
commune	NOM	commune
cherche	VER:pres	chercher
à	PRP	à
acquérir	VER:infi	acquérir
les	DET:ART	le
terrains	NOM	terrain
cadastrées	VER:pper	cadastrer
section	NOM	section
aa	NOM	aa
n	VER:subi	n
°	NOM	°
32	NUM	@card@
et	KON	et
une	DET:ART	un
partie	NOM	partie
du	PRP:det	du
terrain	NOM	terrain
aa	NOM	aa
n	VER:subi	n
°	NOM	°
16	NUM	@card@
après	PRP	après
réflexion	NOM	réflexion
,	PUN	,
le	DET:ART	le
conseil	NOM	conseil
municipal	ADJ	municipal
donne	VER:pres	donner
un	DET:ART	un
accord	NOM	accord
de	PRP	de
principe	NOM	principe
pour	PRP	pour
autoriser	VER:infi	autoriser
le	DET:ART	le
maire	NOM	maire
à	PRP	à
entreprendre	VER:infi	entreprendre
les	DET:ART	le
démarches	NOM	démarche
nécessaires	ADJ	nécessaire
auprès	ADV	auprès
des	PRP:det	du
propriétaires	NOM	propriétaire
.	SENT	.
adhésions	NOM	adhésion
et	KON	et
retraits	VER:pper	retraire
du	PRP:det	du
syndicat	NOM	syndicat
d'	PRP	de
informatisation	NOM	informatisation
communale	ADJ	communal
:	PUN	:
à	PRP	à
la	DET:ART	le
majorité	NOM	majorité
des	PRP:det	du
voix	NOM	voix
,	PUN	,
le	DET:ART	le
conseil	NOM	conseil
accepte	VER:pres	accepter
l'	DET:ART	le
adhésion	NOM	adhésion
de	PRP	de
16	NUM	@card@
nouvelles	ADJ	nouveau
collectivités	NOM	collectivité
et	KON	et
le	DET:ART	le
retrait	NOM	retrait
de	PRP	de
la	DET:ART	le
commune	NOM	commune
de	PRP	de
xamontarupt-longemer	NOM	xamontarupt-longemer
au	PRP:det	au
syndicat	NOM	syndicat
pour	PRP	pour
l'	DET:ART	le
informatisation	NOM	informatisation
communale	ADJ	communal
.	SENT	.
association	NOM	association
foncière	ADJ	foncier
:	PUN	:
remplacement	NOM	remplacement
de	PRP	de
m.	ABR	m.
jacquel	NOM	jacquel
:	PUN	:
le	DET:ART	le
conseil	NOM	conseil
désigne	VER:pres	désigner
à	PRP	à
l'	DET:ART	le
unanimité	NOM	unanimité
mme	VER:futu	mme
jeanne	NOM	jeanne
jacquel	ADJ	jacquel
comme	KON	comme
membre	NOM	membre
du	PRP:det	du
bureau	NOM	bureau
de	PRP	de
l'	DET:ART	le
association	NOM	association
foncière	ADJ	foncier
.	SENT	.
questions	NOM	question
diverses	ADJ	divers
:	PUN	:
choix	NOM	choix
d'	PRP	de
une	DET:ART	un
personne	NOM	personne
pour	PRP	pour
remplacer	VER:infi	remplacer
mme	VER:futu	mme
rolande	ADJ	rolande
collot	NOM	collot
au	PRP:det	au
ccas	NOM	ccas
,	PUN	,
le	DET:ART	le
maire	NOM	maire
nomme	VER:pres	nommer
thérèse	NOM	thérèse
martin	NOM	martin
.	SENT	.
travaux	NOM	travail
à	PRP	à
prévoir	VER:infi	prévoir
:	PUN	:
la	DET:ART	le
commission	NOM	commission
se	PRO:PER	se
réunira	VER:futu	réunir
le	DET:ART	le
8	NUM	@card@
février	NOM	février
prochain	ADJ	prochain
pour	PRP	pour
étudier	VER:infi	étudier
les	DET:ART	le
différents	ADJ	différent
devis	NOM	devis
de	PRP	de
travaux	NOM	travail
de	PRP	de
rénovation	NOM	rénovation
de	PRP	de
la	DET:ART	le
salle	NOM	salle
polyvalente	ADJ	polyvalent
.	SENT	.
vente	NOM	vente
de	PRP	de
bois	NOM	bois
:	PUN	:
le	DET:ART	le
conseil	NOM	conseil
est	VER:pres	être
informé	VER:pper	informer
d'	PRP	de
une	DET:ART	un
vente	NOM	vente
de	PRP	de
bois	NOM	bois
à	PRP	à
la	DET:ART	le
scierie	NOM	scierie
valence	NOM	valence
de	PRP	de
domfaing	NOM	domfaing
pour	PRP	pour
un	DET:ART	un
montant	NOM	montant
de	PRP	de
2.296	NUM	@card@
.	ABR	.
carte	NOM	carte
communale	ADJ	communal
:	PUN	:
après	PRP	après
examen	NOM	examen
de	PRP	de
la	DET:ART	le
carte	NOM	carte
communale	ADJ	communal
présentée	VER:pper	présenter
par	PRP	par
les	DET:ART	le
services	NOM	service
de	PRP	de
l'	DET:ART	le
équipement	NOM	équipement
,	PUN	,
le	DET:ART	le
conseil	NOM	conseil
constate	VER:pres	constater
qu'	KON	que
elle	PRO:PER	elle
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
mise	VER:pper	mettre
à	PRP	à
jour	NOM	jour
et	KON	et
demande	VER:pres	demander
une	DET:ART	un
réunion	NOM	réunion
de	PRP	de
travail	NOM	travail
avec	PRP	avec
les	DET:ART	le
responsables	ADJ	responsable
.	SENT	.
rapport	NOM	rapport
d'	PRP	de
étude	NOM	étude
d'	PRP	de
assainissement	NOM	assainissement
:	PUN	:
compte-rendu	VER:pper	compte-rendu
est	VER:pres	être
donné	VER:pper	donner
par	PRP	par
le	DET:ART	le
maire	NOM	maire
de	PRP	de
la	DET:ART	le
réunion	NOM	réunion
du	PRP:det	du
24	NUM	@card@
janvier	NOM	janvier
à	PRP	à
gugnécourt	NOM	gugnécourt
sur	PRP	sur
les	DET:ART	le
résultats	NOM	résultat
de	PRP	de
l'	DET:ART	le
étude	NOM	étude
menée	VER:pper	mener
en	PRP	en
2001	NUM	@card@
et	KON	et
les	DET:ART	le
orientations	NOM	orientation
proposées	VER:pper	proposer
pour	PRP	pour
l'	DET:ART	le
assainissement	NOM	assainissement
collectif	ADJ	collectif
et	KON	et
autonome	ADJ	autonome
dans	PRP	dans
le	DET:ART	le
village	NOM	village
,	PUN	,
prochaine	ADJ	prochain
réunion	NOM	réunion
avec	PRP	avec
la	DET:ART	le
société	NOM	société
chargée	VER:pper	charger
de	PRP	de
l'	DET:ART	le
étude	NOM	étude
le	DET:ART	le
30	NUM	@card@
janvier	NOM	janvier
.	SENT	.
communauté	NOM	communauté
de	PRP	de
communes	NOM	commune
:	PUN	:
le	DET:ART	le
conseil	NOM	conseil
prend	VER:pres	prendre
connaissance	NOM	connaissance
de	PRP	de
la	DET:ART	le
lettre	NOM	lettre
du	PRP:det	du
préfet	NOM	préfet
des	PRP:det	du
vosges	ADJ	vosges
,	PUN	,
en	PRP	en
date	NOM	date
du	PRP:det	du
9	NUM	@card@
janvier	NOM	janvier
,	PUN	,
qui	PRO:REL	qui
,	PUN	,
faute	NOM	faute
d'	PRP	de
un	DET:ART	un
accord	NOM	accord
majoritaire	ADJ	majoritaire
des	PRP:det	du
communes	NOM	commune
concernées	VER:pper	concerner
,	PUN	,
constate	VER:pres	constater
l'	DET:ART	le
impossibilité	NOM	impossibilité
légale	ADJ	légal
de	PRP	de
prononcer	VER:infi	prononcer
la	DET:ART	le
création	NOM	création
de	PRP	de
la	DET:ART	le
communauté	NOM	communauté
de	PRP	de
communes	NOM	commune
,	PUN	,
et	KON	et
il	PRO:PER	il
appartient	VER:pres	appartenir
aux	PRP:det	au
élus	NOM	élu
d'	PRP	de
approfondir	VER:infi	approfondir
cette	PRO:DEM	ce
réflexion	NOM	réflexion
pour	PRP	pour
lui	PRO:PER	lui
permettre	VER:infi	permettre
d'	PRP	de
aboutir	VER:infi	aboutir
.	SENT	.
dans	PRP	dans
le	DET:ART	le
cadre	NOM	cadre
de	PRP	de
la	DET:ART	le
rencontre	NOM	rencontre
franco-allemande	ADJ	franco-allemand
le	DET:ART	le
15	NUM	@card@
février	NOM	février
,	PUN	,
le	DET:ART	le
conseil	NOM	conseil
décide	VER:pres	décider
de	PRP	de
mettre	VER:infi	mettre
gracieusement	ADV	gracieusement
la	DET:ART	le
salle	NOM	salle
polyvalente	ADJ	polyvalent
à	PRP	à
disposition	NOM	disposition
des	PRP:det	du
élèves	NOM	élève
de	PRP	de
3	NUM	@card@
e	NOM	e
du	PRP:det	du
collège	NOM	collège
de	PRP	de
bruyères	NOM	bruyère
.	SENT	.
