c'	PRO:DEM	ce
est	VER:pres	être
une	DET:ART	un
cadeau	NOM	cadeau
de	PRP	de
la	DET:ART	le
vie	NOM	vie
prénommée	ADJ	prénommé
eve-camille	NOM	eve-camille
qui	PRO:REL	qui
a	VER:pres	avoir
apporté	VER:pper	apporter
joie	NOM	joie
et	KON	et
bonheur	NOM	bonheur
le	DET:ART	le
10	NUM	@card@
janvier	NOM	janvier
,	PUN	,
à	PRP	à
5	NUM	@card@
h	ABR	heure
19	NUM	@card@
au	PRP:det	au
foyer	NOM	foyer
de	PRP	de
didier	NOM	didier
et	KON	et
myriam	NOM	myriam
munier	ADJ	munier
,	PUN	,
domiciliés	VER:pper	domicilier
au	PRP:det	au
5	NUM	@card@
rue	NOM	rue
des	PRP:det	du
grives	NOM	grive
.	SENT	.
du	PRP:det	du
haut	ADJ	haut
de	PRP	de
ses	DET:POS	son
48	NUM	@card@
cm	NOM	cm
,	PUN	,
pour	PRP	pour
3,250	NUM	@card@
kg	ABR	kg
,	PUN	,
eve-camille	NOM	eve-camille
est	VER:pres	être
la	DET:ART	le
petite	ADJ	petit
dernière	ADJ	dernier
de	PRP	de
la	DET:ART	le
famille	NOM	famille
.	SENT	.
elle	PRO:PER	elle
sera	VER:futu	être
gâtée	VER:pper	gâter
comme	KON	comme
il	PRO:PER	il
se	PRO:PER	se
doit	VER:pres	devoir
par	PRP	par
ses	DET:POS	son
deux	NUM	deux
grandes	ADJ	grand
soeurs	NOM	sœur
,	PUN	,
claire-lise	VER:pres	claire-lise
,	PUN	,
15	NUM	@card@
ans	NOM	an
et	KON	et
anne-lorine	NOM	anne-lorine
,	PUN	,
11	NUM	@card@
ans	NOM	an
,	PUN	,
qui	PRO:REL	qui
prennent	VER:pres	prendre
déjà	ADV	déjà
bien	ADV	bien
soin	NOM	soin
d'	PRP	de
elle	PRO:PER	elle
.	SENT	.
félicitations	NOM	félicitation
aux	PRP:det	au
parents	NOM	parent|parents
et	KON	et
nos	DET:POS	notre
v	NOM	v
	ADJ	
ux	ADJ	ux
de	PRP	de
bonheur	NOM	bonheur
et	KON	et
de	PRP	de
bonne	ADJ	bon
santé	NOM	santé
au	PRP:det	au
nouveau	NOM	nouveau
né	VER:pper	naître
.	SENT	.
