l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
geneviève	NOM	geneviève
grégoire	ADJ	grégoire
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
78.14	NUM	@card@
.	SENT	.
73	NUM	@card@
permanences	NOM	permanence
:	PUN	:
-	PUN	-
secrétariat	NOM	secrétariat
de	PRP	de
mairie	NOM	mairie
:	PUN	:
8	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
permanence	NOM	permanence
des	PRP:det	du
élus	ADJ	élu
jusqu'à	NOM	jusqu'à
19	NUM	@card@
h.	ABR	h.
-	PUN	-
admr	NOM	admr
:	PUN	:
de	PRP	de
8	NUM	@card@
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
13	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
,	PUN	,
2	NUM	@card@
rue	NOM	rue
du	PRP:det	du
finissage	NOM	finissage
.	SENT	.
-	PUN	-
bibliothèque	NOM	bibliothèque
:	PUN	:
de	PRP	de
16	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
19	NUM	@card@
h	ABR	heure
30	NUM	@card@
bâtiment	NOM	bâtiment
de	PRP	de
l'	DET:ART	le
asrst	NOM	asrst
,	PUN	,
4	NUM	@card@
rue	NOM	rue
du	PRP:det	du
finissage	NOM	finissage
.	SENT	.
-	PUN	-
club	NOM	club
de	PRP	de
l'	DET:ART	le
amitié	NOM	amitié
:	PUN	:
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
18	NUM	@card@
h	ABR	heure
,	PUN	,
salle	NOM	salle
polyvalente	ADJ	polyvalent
.	SENT	.
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
:	PUN	:
pharmacie	NOM	pharmacie
de	PRP	de
l'	DET:ART	le
espérance	NOM	espérance
,	PUN	,
64	NUM	@card@
route	NOM	route
nationale	ADJ	national
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
78.80	NUM	@card@
.	SENT	.
50	NUM	@card@
