l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
yolande	ADJ	yolande
prud'homme	NOM	prud'homme
12	NUM	@card@
rue	NOM	rue
du	PRP:det	du
clos-gérard	NOM	clos-gérard
,	PUN	,
tél/fax	NOM	tél/fax
.	SENT	.
03.29	NUM	@card@
.	SENT	.
70.65	NUM	@card@
.	SENT	.
57	NUM	@card@
admr	NOM	admr
:	PUN	:
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
,	PUN	,
(	PUN	(
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
70.65	NUM	@card@
.	SENT	.
16	NUM	@card@
).	ABR	).
secrétariat	NOM	secrétariat
de	PRP	de
mairie	NOM	mairie
:	PUN	:
.	SENT	.
18	NUM	@card@
h	ABR	heure
à	PRP	à
19	NUM	@card@
h.	ABR	h.
v	NOM	v
	ADJ	
ux	ADJ	ux
du	PRP:det	du
maire	NOM	maire
:	PUN	:
.	SENT	.
jean	NOM	jean
cazin	NOM	cazin
convie	VER:pres	convier
la	DET:ART	le
population	NOM	population
à	PRP	à
la	DET:ART	le
salle	NOM	salle
polyvalente	ADJ	polyvalent
,	PUN	,
à	PRP	à
19	NUM	@card@
h.	ABR	h.
