l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
guy	ADJ	guy
henrion	NOM	henrion
,	PUN	,
6	NUM	@card@
rue	NOM	rue
de	PRP	de
chiny	NOM	chiny
;	PUN	;
tél	ABR	téléphone
.	SENT	.
et	KON	et
fax	NOM	fax
03.29	NUM	@card@
.	SENT	.
80.03	NUM	@card@
.	SENT	.
30	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
nuit	NOM	nuit
:	PUN	:
pharmacie	NOM	pharmacie
die	ADJ	die
,	PUN	,
17	NUM	@card@
rue	NOM	rue
de	PRP	de
l'	DET:ART	le
hôtel-de-ville	NOM	hôtel-de-ville
,	PUN	,
dun-sur-meuse	NOM	dun-sur-meuse
,	PUN	,
et	KON	et
mme	VER:subi	mme
lourenço-bouché	VER:pper	lourenço-bouché
,	PUN	,
damvillers	NOM	damvillers
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
85.60	NUM	@card@
.	SENT	.
29	NUM	@card@
gymnastique	NOM	gymnastique
d'	PRP	de
entretien	NOM	entretien
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
10	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
remise	NOM	remise
en	PRP	en
forme	NOM	forme
de	PRP	de
10	NUM	@card@
h	ABR	heure
15	NUM	@card@
à	PRP	à
11	NUM	@card@
h	ABR	heure
15	NUM	@card@
salle	NOM	salle
des	PRP:det	du
fêtes	NOM	fête
.	SENT	.
judo	NOM	judo
:	PUN	:
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
circuit	NOM	circuit
des	PRP:det	du
remparts	NOM	rempart
et	KON	et
musées	NOM	musée
:	PUN	:
de	PRP	de
10	NUM	@card@
h	ABR	heure
à	PRP	à
16	NUM	@card@
h.	ABR	h.
cinéma	NOM	cinéma
:	PUN	:
à	PRP	à
21	NUM	@card@
h	ABR	heure
,	PUN	,
«	PUN:cit	«
le	DET:ART	le
smoking	NOM	smoking
»	PUN:cit	»
