c'	PRO:DEM	ce
est	VER:pres	être
dans	PRP	dans
la	DET:ART	le
bonne	ADJ	bon
humeur	NOM	humeur
qu'	PRO:REL	que
a	VER:pres	avoir
été	VER:pper	être
partagée	VER:pper	partager
la	DET:ART	le
traditionnelle	ADJ	traditionnel
galette	NOM	galette
des	PRP:det	du
rois	NOM	roi
au	PRP:det	au
club	NOM	club
du	PRP:det	du
3	NUM	@card@
e	NOM	e
âge	NOM	âge
.	SENT	.
le	DET:ART	le
sort	NOM	sort
a	VER:pres	avoir
choisi	VER:pper	choisir
ses	DET:POS	son
reines	NOM	reine
et	KON	et
son	DET:POS	son
roi	NOM	roi
:	PUN	:
hélène	NOM	hélène
,	PUN	,
simone	ADJ	simone
,	PUN	,
isabelle	ADJ	isabelle
et	KON	et
jean	NOM	jean
.	SENT	.
