c'	PRO:DEM	ce
est	VER:pres	être
la	DET:ART	le
2	NUM	@card@
e	ADJ	e
fois	NOM	foi|fois
depuis	PRP	depuis
son	DET:POS	son
élection	NOM	élection
,	PUN	,
que	KON	que
jean-paul	NOM	jean-paul
boillin	NOM	boillin
organise	VER:pres	organiser
la	DET:ART	le
cérémonie	NOM	cérémonie
des	PRP:det	du
v	NOM	v
	ADJ	
ux	ADJ	ux
à	PRP	à
trepot	NOM	trepot
.	SENT	.
dimanche	NOM	dimanche
,	PUN	,
une	DET:ART	un
centaine	NOM	centaine
d'	PRP	de
habitants	NOM	habitant
sont	VER:pres	être
venus	VER:pper	venir
au	PRP:det	au
centre	NOM	centre
d'	PRP	de
animation	NOM	animation
pour	PRP	pour
s'	PRO:PER	se
informer	VER:infi	informer
des	PRP:det	du
projets	NOM	projet
communaux	ADJ	communal
et	KON	et
aussi	ADV	aussi
pour	PRP	pour
prendre	VER:infi	prendre
l'	DET:ART	le
apéritif	NOM	apéritif
à	PRP	à
l'	DET:ART	le
heure	NOM	heure
de	PRP	de
midi	NOM	midi
.	SENT	.
dans	PRP	dans
son	DET:POS	son
allocution	NOM	allocution
,	PUN	,
le	DET:ART	le
maire	NOM	maire
a	VER:pres	avoir
rappelé	VER:pper	rappeler
les	DET:ART	le
moments	NOM	moment
malheureux	ADJ	malheureux
de	PRP	de
2002	NUM	@card@
avec	PRP	avec
le	DET:ART	le
décès	NOM	décès
d'	PRP	de
un	DET:ART	un
conseiller	NOM	conseiller
municipal	ADJ	municipal
et	KON	et
récemment	ADV	récemment
d'	PRP	de
un	DET:ART	un
jeune	NOM	jeune
du	PRP:det	du
village	NOM	village
.	SENT	.
pour	PRP	pour
2003	NUM	@card@
il	PRO:PER	il
a	VER:pres	avoir
parlé	VER:pper	parler
des	PRP:det	du
vitraux	NOM	vitrail
de	PRP	de
l'	DET:ART	le
église	NOM	église
qui	PRO:REL	qui
finissent	VER:pres	finir
de	PRP	de
se	PRO:PER	se
restaurer	VER:infi	restaurer
,	PUN	,
du	PRP:det	du
café-gîte	NOM	café-gîte
d'	PRP	de
étape	NOM	étape
qui	PRO:REL	qui
nécessite	VER:pres	nécessiter
des	PRP:det	du
réfections	NOM	réfection
intérieures	ADJ	intérieur
et	KON	et
extérieures	ADJ	extérieur
(	PUN	(
la	DET:ART	le
toiture	NOM	toiture
),	ADJ	),
des	PRP:det	du
rues	NOM	rue
de	PRP	de
sauvelle	NOM	sauvelle
,	PUN	,
de	PRP	de
l'	DET:ART	le
abreuvoir	NOM	abreuvoir
et	KON	et
du	PRP:det	du
noyer	NOM	noyer
qui	PRO:REL	qui
attendent	VER:pres	attendre
,	PUN	,
de	PRP	de
la	DET:ART	le
section	NOM	section
du	PRP:det	du
chemin	NOM	chemin
des	PRP:det	du
gouffres	NOM	gouffre
qui	PRO:REL	qui
verra	VER:futu	voir
la	DET:ART	le
pose	NOM	pose
d'	PRP	de
une	DET:ART	un
canalisation	NOM	canalisation
et	KON	et
de	PRP	de
trottoirs	NOM	trottoir
.	SENT	.
le	DET:ART	le
centre	NOM	centre
d'	PRP	de
animation	NOM	animation
qui	PRO:REL	qui
vient	VER:pres	venir
d'	PRP	de
être	VER:infi	être
doté	VER:pper	doter
d'	PRP	de
un	DET:ART	un
plafond	NOM	plafond
et	KON	et
de	PRP	de
fenêtres	NOM	fenêtre
neuves	ADJ	neuf
sera	VER:futu	être
rafraîchi	VER:pper	rafraîchir
dans	PRP	dans
ses	DET:POS	son
peintures	NOM	peinture
.	SENT	.
un	DET:ART	un
autre	ADJ	autre
projet	NOM	projet
ambitieux	ADJ	ambitieux
est	VER:pres	être
en	PRP	en
place	NOM	place
avec	PRP	avec
la	DET:ART	le
carte	NOM	carte
intercommunale	ADJ	intercommunal
d'	PRP	de
urbanisme	NOM	urbanisme
et	KON	et
le	DET:ART	le
schéma	NOM	schéma
directeur	ADJ	directeur
d'	PRP	de
assainissement	NOM	assainissement
.	SENT	.
puis	ADV	puis
le	DET:ART	le
maire	NOM	maire
s'	PRO:PER	se
est	VER:pres	être
plongé	VER:pper	plonger
dans	PRP	dans
les	DET:ART	le
remerciements	NOM	remerciement
:	PUN	:
claude	NOM	claude
perrot	ADJ	perrot
pour	PRP	pour
son	DET:POS	son
second	NUM	second
prix	NOM	prix
départemental	ADJ	départemental
de	PRP	de
ferme	ADV	ferme
fleurie	VER:pper	fleurir
,	PUN	,
le	DET:ART	le
5	NUM	@card@
e	ADJ	e
prix	NOM	prix
de	PRP	de
fleurissement	NOM	fleurissement
pour	PRP	pour
la	DET:ART	le
fromagerie	NOM	fromagerie
avec	PRP	avec
louis	NOM	louis
vouillot	ADJ	vouillot
et	KON	et
jacques	NOM	jacque|jacques
bourdenet	NOM	bourdenet
.	SENT	.
«	PUN:cit	«
je	PRO:PER	je
souhaite	VER:pres	souhaiter
qu'	KON	que
ils	PRO:PER	il
soient	VER:subp	être
porteurs	NOM	porteur
de	PRP	de
graines	NOM	graine
...	PUN	...
»	PUN:cit	»
a	VER:pres	avoir
bon	ADJ	bon
entendeur	NOM	entendeur
!	SENT	!
stéphane	NOM	stéphane
prudent	ADJ	prudent
fut	VER:simp	être
aussi	ADV	aussi
à	PRP	à
l'	DET:ART	le
honneur	NOM	honneur
pour	PRP	pour
avoir	VER:infi	avoir
créé	VER:pper	créer
une	DET:ART	un
entreprise	NOM	entreprise
,	PUN	,
ainsi	KON	ainsi
que	KON	que
vincent	VER:subp	vincent
philippe	NOM	philippe
qui	PRO:REL	qui
devient	VER:pres	devenir
pilote	NOM	pilote
officiel	ADJ	officiel
suzuki	NOM	suzuki
.	SENT	.
il	PRO:PER	il
n'	ADV	ne
a	VER:pres	avoir
pu	VER:pper	pouvoir
s'	PRO:PER	se
empêcher	VER:infi	empêcher
de	PRP	de
déplorer	VER:infi	déplorer
aussi	ADV	aussi
la	DET:ART	le
démission	NOM	démission
de	PRP	de
maurice	ADJ	maurice
vuillecard	NOM	vuillecard
:	PUN	:
«	PUN:cit	«
je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
pas	ADV	pas
annoncé	VER:pper	annoncer
sa	DET:POS	son
démission	NOM	démission
discrètement	ADV	discrètement
»	PUN:cit	»
a-t-il	ADJ	a-t-il
ajouté	NOM	ajouté
car	KON	car
«	PUN:cit	«
nous	PRO:PER	nous
en	PRO:PER	en
avons	VER:pres	avoir
discuté	VER:pper	discuter
un	DET:ART	un
certain	PRO:IND	certain
temps	NOM	temps
et	KON	et
à	PRP	à
une	DET:ART	un
précédente	ADJ	précédent
réunion	NOM	réunion
de	PRP	de
travail	NOM	travail
où	PRO:REL	où
il	PRO:PER	il
y	PRO:PER	y
avait	VER:impf	avoir
des	PRP:det	du
absents	NOM	absent
...	PUN	...
».	ABR	».
