l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
martine	VER:pres	martiner
genter	NOM	genter
:	PUN	:
tél/fax/rép	NOM	tél/fax/rép
.	SENT	.
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.92	NUM	@card@
.	SENT	.
44	NUM	@card@
permanence	NOM	permanence
du	PRP:det	du
maire	NOM	maire
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
11	NUM	@card@
h.	ABR	h.
centre	NOM	centre
apport	NOM	apport
volontaire	ADJ	volontaire
des	PRP:det	du
déchets	NOM	déchet
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h.	ABR	h.
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
à	PRP	à
partir	VER:infi	partir
de	PRP	de
18	NUM	@card@
h	ABR	heure
:	PUN	:
moreau	ADJ	moreau
à	PRP	à
vaucouleurs	NOM	vaucouleurs
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.41	NUM	@card@
.	SENT	.
25	NUM	@card@
matches	NOM	match
las	ADJ	las
handball	NOM	handball
:	PUN	:
moins	ADV	moins
de	PRP	de
16	NUM	@card@
ans	NOM	an
f	VER:subi	f
contre	PRP	contre
epinal	NOM	epinal
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
moins	ADV	moins
de	PRP	de
16	NUM	@card@
ans	NOM	an
g	VER:subi	g
contre	PRP	contre
fontoy	NOM	fontoy
à	PRP	à
15	NUM	@card@
h	ABR	heure
45	NUM	@card@
seniors	NOM	senior
f	VER:subi	f
contre	PRP	contre
etain	NOM	etain
à	PRP	à
19	NUM	@card@
h.	ABR	h.
seniors	NOM	senior
b	VER:subi	b
contre	PRP	contre
damvillers	NOM	damvillers
à	PRP	à
17	NUM	@card@
h.	ABR	h.
seniors	NOM	senior
a	VER:pres	avoir
contre	PRP	contre
gerbeviller	VER:infi	gerbeviller
à	PRP	à
20	NUM	@card@
h	ABR	heure
45	NUM	@card@
