l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
.	SENT	.
annie	NOM	annie
porteu	NOM	porteu
1	NUM	@card@
rue	NOM	rue
de	PRP	de
fleury	NOM	fleury
55220	NUM	@card@
ippécourt	NOM	ippécourt
,	PUN	,
tel	PRO:DEM	tel
.	SENT	.
03.29	NUM	@card@
.	SENT	.
80.53	NUM	@card@
.	SENT	.
58	NUM	@card@
fax	NOM	fax
.	SENT	.
03.29	NUM	@card@
.	SENT	.
80.55	NUM	@card@
.	SENT	.
49	NUM	@card@
la	DET:ART	le
poste	NOM	poste
:	PUN	:
.	SENT	.
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
bibliothèque	NOM	bibliothèque
:	PUN	:
.	SENT	.
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
15	NUM	@card@
h.	ABR	h.
cross	NOM	cross
des	PRP:det	du
pompiers	NOM	pompier
:	PUN	:
.	SENT	.
à	PRP	à
partir	VER:infi	partir
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
départ	NOM	départ
sur	PRP	sur
le	DET:ART	le
terrain	NOM	terrain
de	PRP	de
foot	NOM	foot
.	SENT	.
