l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
gildo	NOM	gildo
magi	ADJ	magi
,	PUN	,
187	NUM	@card@
rue	NOM	rue
de	PRP	de
la	DET:ART	le
libération	NOM	libération
à	PRP	à
bouligny	NAM	bouligny
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
87.97	NUM	@card@
.	SENT	.
59	NUM	@card@
médecin	NOM	médecin
de	PRP	de
garde	NOM	garde
:	PUN	:
régime	NOM	régime
général	ADJ	général
,	PUN	,
en	PRP	en
cas	NOM	cas
d'	PRP	de
urgence	NOM	urgence
téléphoner	VER:infi	téléphoner
au	PRP:det	au
centre	NOM	centre
15	NUM	@card@
;	PUN	;
régime	NOM	régime
minier	ADJ	minier
,	PUN	,
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.81	NUM	@card@
.	SENT	.
06	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
:	PUN	:
après	PRP	après
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.07	NUM	@card@
.	SENT	.
07	NUM	@card@
permanence	NOM	permanence
en	PRP	en
mairie	NOM	mairie
:	PUN	:
de	PRP	de
16	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
myriam	NOM	myriam
kintzinger	NOM	kintzinger
(	PUN	(
culture	NOM	culture
,	PUN	,
communication	NOM	communication
).	VER:ppre	).
bibliothèque	NOM	bibliothèque
:	PUN	:
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h	ABR	heure
,	PUN	,
et	KON	et
début	NOM	début
de	PRP	de
l'	DET:ART	le
exposition	NOM	exposition
sur	PRP	sur
le	DET:ART	le
don	NOM	don
du	PRP:det	du
sang	NOM	sang
par	PRP	par
l'	DET:ART	le
association	NOM	association
culturelle	ADJ	culturel
de	PRP	de
bouligny	NAM	bouligny
.	SENT	.
club	NOM	club
abc	NOM	abc
:	PUN	:
à	PRP	à
14	NUM	@card@
h	ABR	heure
au	PRP:det	au
foyer	NOM	foyer
maurice	ADJ	maurice
thorez	ADJ	thorez
.	SENT	.
maintien	NOM	maintien
en	PRP	en
forme	NOM	forme
:	PUN	:
de	PRP	de
16	NUM	@card@
h	ABR	heure
15	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
15	NUM	@card@
au	PRP:det	au
gymnase	NOM	gymnase
.	SENT	.
gym	NOM	gym
volontaire	ADJ	volontaire
:	PUN	:
de	PRP	de
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
au	PRP:det	au
gymnase	NOM	gymnase
.	SENT	.
piscine	NOM	piscine
:	PUN	:
de	PRP	de
17	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h	ABR	heure
,	PUN	,
séance	NOM	séance
style	NOM	style
4	NUM	@card@
nages	NOM	nage
pour	PRP	pour
les	DET:ART	le
ados	NOM	ado|ados
inscrits	ADJ	inscrit
;	PUN	;
de	PRP	de
20	NUM	@card@
h	ABR	heure
à	PRP	à
21	NUM	@card@
h	ABR	heure
30	NUM	@card@
nocturne	NOM	nocturne
réservée	VER:pper	réserver
au	PRP:det	au
public	NOM	public
adulte	ADJ	adulte
.	SENT	.
asbb	NOM	asbb
football	NOM	football
:	PUN	:
à	PRP	à
19	NUM	@card@
h	ABR	heure
,	PUN	,
entraînement	NOM	entraînement
à	PRP	à
etain	NOM	etain
pour	PRP	pour
les	DET:ART	le
18	NUM	@card@
ans	NOM	an
.	SENT	.
asjpb	NOM	asjpb
basket-ball	NOM	basket-ball
:	PUN	:
à	PRP	à
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
entraînement	NOM	entraînement
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
joudreville	NOM	joudreville
pour	PRP	pour
les	DET:ART	le
cadets	ADJ	cadet
et	KON	et
minimes	ADJ	minime
garçons	NOM	garçon
.	SENT	.
ping-pong	NOM	ping-pong
:	PUN	:
à	PRP	à
20	NUM	@card@
h	ABR	heure
,	PUN	,
entraînement	NOM	entraînement
au	PRP:det	au
gymnase	NOM	gymnase
.	SENT	.
délégués	VER:pper	déléguer
de	PRP	de
l'	DET:ART	le
epci	NOM	epci
:	PUN	:
à	PRP	à
partir	VER:infi	partir
de	PRP	de
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
la	DET:ART	le
salle	NOM	salle
des	PRP:det	du
fêtes	NOM	fête
de	PRP	de
mercy-le-bas	NOM	mercy-le-bas
,	PUN	,
cérémonie	NOM	cérémonie
des	PRP:det	du
v	NOM	v
	ADJ	
ux	ADJ	ux
du	PRP:det	du
président	NOM	président
de	PRP	de
l'	DET:ART	le
epci	NOM	epci
du	PRP:det	du
bassin	NOM	bassin
de	PRP	de
landres	NOM	landres
.	SENT	.
