c'	PRO:DEM	ce
est	VER:pres	être
après	PRP	après
une	DET:ART	un
hospitalisation	NOM	hospitalisation
d'	PRP	de
une	DET:ART	un
semaine	NOM	semaine
à	PRP	à
paris	NOM	pari
que	KON	que
roselyne	ADJ	roselyne
galy	NOM	galy
est	VER:pres	être
décédée	VER:pper	décéder
dans	PRP	dans
sa	DET:POS	son
53	NUM	@card@
e	NOM	e
année	NOM	année
.	SENT	.
aînée	NOM	aîné
d'	PRP	de
une	DET:ART	un
famille	NOM	famille
de	PRP	de
trois	NUM	trois
,	PUN	,
roselyne	ADJ	roselyne
guillaume	NOM	guillaume
est	VER:pres	être
née	VER:pper	naître
à	PRP	à
ecouviez	VER:impf	ecouviez
le	DET:ART	le
25	NUM	@card@
mars	NOM	mars
1950	NUM	@card@
travaillant	ADJ	travaillant
à	PRP	à
la	DET:ART	le
poste	NOM	poste
de	PRP	de
montmédy	NOM	montmédy
,	PUN	,
elle	PRO:PER	elle
fait	VER:pres	faire
la	DET:ART	le
connaissance	NOM	connaissance
de	PRP	de
marcel	ADJ	marcel
galy	NOM	galy
,	PUN	,
employé	VER:pper	employer
sncf	NOM	sncf
,	PUN	,
qui	PRO:REL	qui
effectue	VER:pres	effectuer
alors	ADV	alors
son	DET:POS	son
service	NOM	service
militaire	ADJ	militaire
à	PRP	à
la	DET:ART	le
caserne	NOM	caserne
proner	VER:infi	proner
.	SENT	.
le	DET:ART	le
couple	NOM	couple
échange	VER:pres	échanger
le	DET:ART	le
«	PUN:cit	«
oui	INT	oui
»	PUN:cit	»
traditionnel	ADJ	traditionnel
à	PRP	à
ecouviez	VER:impf	ecouviez
le	DET:ART	le
3	NUM	@card@
juin	NOM	juin
1972	NUM	@card@
et	KON	et
va	VER:pres	aller
résider	VER:infi	résider
à	PRP	à
charleville	NOM	charleville
où	PRO:REL	où
roselyne	NOM	roselyne
trouve	VER:pres	trouver
un	DET:ART	un
emploi	NOM	emploi
de	PRP	de
concierge	NOM	concierge
.	SENT	.
les	DET:ART	le
nécessités	NOM	nécessité
du	PRP:det	du
service	NOM	service
font	VER:pres	faire
que	KON	que
l'	DET:ART	le
époux	NOM	époux
est	VER:pres	être
muté	VER:pper	muter
à	PRP	à
bordeaux	NOM	bordeau|bordeaux
(	PUN	(
gironde	ADJ	girond
),	NOM	),
où	PRO:REL	où
mme	VER:subi	mme
galy	NOM	galy
occupa	VER:simp	occuper
les	DET:ART	le
fonctions	NOM	fonction
de	PRP	de
secrétaire	NOM	secrétaire
médicale	ADJ	médical
,	PUN	,
avant	PRP	avant
d'	PRP	de
être	VER:infi	être
employée	VER:pper	employer
à	PRP	à
l'	DET:ART	le
aide	NOM	aide
à	PRP	à
domicile	NOM	domicile
en	PRP	en
milieu	NOM	milieu
rural	ADJ	rural
à	PRP	à
marmande	NOM	marmande
(	PUN	(
47	NUM	@card@
)	PUN	)
où	PRO:REL	où
la	DET:ART	le
famille	NOM	famille
résidait	VER:impf	résider
.	SENT	.
malheureusement	ADV	malheureusement
atteinte	VER:pper	atteindre
d'	PRP	de
une	DET:ART	un
longue	ADJ	longue
maladie	NOM	maladie
dite	VER:pper	dire
orpheline	ADJ	orphelin
,	PUN	,
la	DET:ART	le
sclérodermie	NOM	sclérodermie
,	PUN	,
mme	VER:simp	mme
galy	NOM	galy
voit	VER:pres	voir
sa	DET:POS	son
santé	NOM	santé
rapidement	ADV	rapidement
décliner	VER:infi	décliner
et	KON	et
un	DET:ART	un
dernier	ADJ	dernier
espoir	NOM	espoir
la	PRO:PER	la
fait	VER:pres	faire
arriver	VER:infi	arriver
dans	PRP	dans
un	DET:ART	un
hôpital	NOM	hôpital
parisien	ADJ	parisien
où	PRO:REL	où
malheureusement	ADV	malheureusement
elle	PRO:PER	elle
décédera	VER:futu	décéder
peu	ADV	peu
après	PRP	après
son	DET:POS	son
arrivée	NOM	arrivé|arrivée
.	SENT	.
elle	PRO:PER	elle
était	VER:impf	être
la	DET:ART	le
maman	NOM	maman
de	PRP	de
deux	NUM	deux
enfants	NOM	enfant
,	PUN	,
hélène	NOM	hélène
,	PUN	,
épouse	NOM	épouse
marmoy	NOM	marmoy
,	PUN	,
résidant	VER:ppre	résider
à	PRP	à
ecouviez	VER:impf	ecouviez
,	PUN	,
et	KON	et
laurent	VER:pres	laurer
,	PUN	,
habitant	VER:ppre	habiter
marmande	NOM	marmande
(	PUN	(
47	NUM	@card@
).	ABR	).
une	DET:ART	un
petite-fille	NOM	petite-fille
était	VER:impf	être
venue	VER:pper	venir
lui	PRO:PER	lui
apporter	VER:infi	apporter
beaucoup	ADV	beaucoup
de	PRP	de
joie	NOM	joie
.	SENT	.
ses	DET:POS	son
obsèques	NOM	obsèques
auront	VER:futu	avoir
lieu	NOM	lieu
aujourd'hui	ADV	aujourd'hui
jeudi	NOM	jeudi
6	NUM	@card@
février	NOM	février
,	PUN	,
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
en	PRP	en
l'	DET:ART	le
église	NOM	église
d'	PRP	de
ecouviez	NOM	ecouviez
.	SENT	.
nos	DET:POS	notre
condoléances	NOM	condoléance
.	SENT	.
