l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
gildo	NOM	gildo
magi	ADJ	magi
,	PUN	,
187	NUM	@card@
rue	NOM	rue
de	PRP	de
la	DET:ART	le
libération	NOM	libération
à	PRP	à
bouligny	NAM	bouligny
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
87.97	NUM	@card@
.	SENT	.
59	NUM	@card@
médecin	NOM	médecin
de	PRP	de
garde	NOM	garde
:	PUN	:
du	PRP:det	du
samedi	NOM	samedi
8	NUM	@card@
h	ABR	heure
au	PRP:det	au
lundi	NOM	lundi
8	NUM	@card@
h	ABR	heure
,	PUN	,
régime	NOM	régime
général	ADJ	général
,	PUN	,
docteur	NOM	docteur
farello	ADJ	farello
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.82	NUM	@card@
.	SENT	.
21.04	NUM	@card@
.	SENT	.
40	NUM	@card@
;	PUN	;
régime	NOM	régime
minier	ADJ	minier
,	PUN	,
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.81	NUM	@card@
.	SENT	.
06	NUM	@card@
auxiliaire	NOM	auxiliaire
médicale	ADJ	médical
:	PUN	:
mme	VER:simp	mme
gand	ADJ	gand
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.93	NUM	@card@
.	SENT	.
48	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
:	PUN	:
du	PRP:det	du
samedi	NOM	samedi
12	NUM	@card@
h	ABR	heure
au	PRP:det	au
lundi	NOM	lundi
14	NUM	@card@
h	ABR	heure
,	PUN	,
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.07	NUM	@card@
.	SENT	.
07	NUM	@card@
mairie	NOM	mairie
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
;	PUN	;
permanences	NOM	permanence
,	PUN	,
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
denis	NOM	denis
bartocci	NOM	bartocci
(	PUN	(
travaux	NOM	travail
,	PUN	,
salles	NOM	salle
communales	ADJ	communal
),	ADJ	),
de	PRP	de
10	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
joël	VER:futu	joël
bélys	NOM	bélys
(	PUN	(
comité	NOM	comité
des	PRP:det	du
fêtes	NOM	fête
,	PUN	,
quartier	NOM	quartier
saint-pierre	NOM	saint-pierre
).	VER:subi	).
exposition	NOM	exposition
:	PUN	:
dans	PRP	dans
la	DET:ART	le
grande	ADJ	grand
salle	NOM	salle
de	PRP	de
l'	DET:ART	le
hôtel	NOM	hôtel
de	PRP	de
ville	NOM	ville
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
15	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
,	PUN	,
organisée	VER:pper	organiser
par	PRP	par
l'	DET:ART	le
association	NOM	association
culturelle	ADJ	culturel
sur	PRP	sur
le	DET:ART	le
savoir-faire	NOM	savoir-faire
des	PRP:det	du
boulinéens	NOM	boulinéens
;	PUN	;
entrée	NOM	entrée
libre	ADJ	libre
.	SENT	.
bibliothèque	NOM	bibliothèque
:	PUN	:
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
17	NUM	@card@
h.	ABR	h.
jeunesse	NOM	jeunesse
active	ADJ	actif
:	PUN	:
de	PRP	de
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
18	NUM	@card@
h	ABR	heure
au	PRP:det	au
foyer	NOM	foyer
des	PRP:det	du
j.a	NOM	j.a
.	SENT	.
aïkido	NOM	aïkido
:	PUN	:
de	PRP	de
13	NUM	@card@
h	ABR	heure
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
(	PUN	(
adultes	ADJ	adulte
),	NOM	),
de	PRP	de
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
15	NUM	@card@
h	ABR	heure
30	NUM	@card@
(	PUN	(
enfants	NOM	enfant
)	PUN	)
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
la	DET:ART	le
mourière	NOM	mourière
.	SENT	.
majorettes	NOM	majorette
:	PUN	:
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
16	NUM	@card@
h	ABR	heure
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
la	DET:ART	le
mourière	NOM	mourière
.	SENT	.
piscine	NOM	piscine
:	PUN	:
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
pour	PRP	pour
le	DET:ART	le
public	NOM	public
.	SENT	.
manifestation	NOM	manifestation
à	PRP	à
metz	NAM	Metz
:	PUN	:
pour	PRP	pour
les	DET:ART	le
retraités	NOM	retraité
mineurs	ADJ	mineur
,	PUN	,
femmes	NOM	femme
et	KON	et
veuves	NOM	veuf|veuve
de	PRP	de
mineurs	NOM	mineur
,	PUN	,
départ	NOM	départ
avec	PRP	avec
le	DET:ART	le
bus	NOM	bus
à	PRP	à
partir	VER:infi	partir
de	PRP	de
13	NUM	@card@
h	ABR	heure
du	PRP:det	du
quartier	NOM	quartier
de	PRP	de
la	DET:ART	le
mourière	NOM	mourière
,	PUN	,
et	KON	et
ramassage	NOM	ramassage
aux	PRP:det	au
endroits	NOM	endroit
habituels	ADJ	habituel
par	PRP	par
quartiers	NOM	quartier
sur	PRP	sur
bouligny	NAM	bouligny
,	PUN	,
joudreville	NOM	joudreville
et	KON	et
piennes	NOM	piennes
.	SENT	.
asjpb	NOM	asjpb
basket-ball	NOM	basket-ball
:	PUN	:
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
joudreville	NOM	joudreville
,	PUN	,
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
poussins	NOM	poussin
2	NUM	@card@
contre	PRP	contre
gorcy	NOM	gorcy
;	PUN	;
à	PRP	à
15	NUM	@card@
h	ABR	heure
benjamins	NOM	benjamin
contre	PRP	contre
j	ADJ	j
	NOM	
uf-homécourt	ADJ	uf-homécourt
.	SENT	.
ping-pong	NOM	ping-pong
fjep	NOM	fjep
:	PUN	:
au	PRP:det	au
gymnase	NOM	gymnase
à	PRP	à
15	NUM	@card@
h	ABR	heure
,	PUN	,
bouligny	VER:pper	bouligny
1	NUM	@card@
contre	PRP	contre
spincourt	NOM	spincourt
2	NUM	@card@
et	KON	et
bouligny	NAM	bouligny
2	NUM	@card@
contre	PRP	contre
damvillers	NOM	damvillers
2	NUM	@card@
