c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
tristesse	NOM	tristesse
que	KON	que
les	DET:ART	le
habitants	NOM	habitant
de	PRP	de
la	DET:ART	le
commune	NOM	commune
ont	VER:pres	avoir
appris	VER:pper	apprendre
le	DET:ART	le
décès	NOM	décès
de	PRP	de
louisa	ADJ	louisa
lafarge	NOM	lafarge
,	PUN	,
survenu	VER:pper	survenir
le	DET:ART	le
6	NUM	@card@
janvier	NOM	janvier
.	SENT	.
elle	PRO:PER	elle
était	VER:impf	être
née	VER:pper	naître
herbinet	NOM	herbinet
le	DET:ART	le
5	NUM	@card@
mai	NOM	mai
1924	NUM	@card@
à	PRP	à
saint-laurent-sur-othain	NOM	saint-laurent-sur-othain
et	KON	et
avait	VER:impf	avoir
épousé	VER:pper	épouser
antoine	NOM	antoine
lafarge	VER:pres	lafarge
le	DET:ART	le
21	NUM	@card@
septembre	NOM	septembre
1946	NUM	@card@
domiciliés	VER:pper	domicilier
au	PRP:det	au
17	NUM	@card@
rue	NOM	rue
de	PRP	de
la	DET:ART	le
poste	NOM	poste
,	PUN	,
la	DET:ART	le
famille	NOM	famille
s'	PRO:PER	se
était	VER:impf	être
agrandie	VER:pper	agrandir
avec	PRP	avec
la	DET:ART	le
naissance	NOM	naissance
de	PRP	de
martine	VER:pres	martiner
,	PUN	,
francine	NOM	francine
,	PUN	,
francis	NOM	francis
,	PUN	,
patrice	NOM	patrice
,	PUN	,
jean-claude	NOM	jean-claude
,	PUN	,
michel	NOM	michel
et	KON	et
christine	NOM	christine
.	SENT	.
vingt	NUM	vingt
petits-enfants	NOM	petits-enfants
faisaient	VER:impf	faire
sa	DET:POS	son
joie	NOM	joie
.	SENT	.
femme	NOM	femme
discrète	ADJ	discret
et	KON	et
dévouée	VER:pper	dévouer
,	PUN	,
elle	PRO:PER	elle
laisse	VER:pres	laisser
de	PRP	de
nombreux	ADJ	nombreux
amis	NOM	ami
.	SENT	.
ses	DET:POS	son
obsèques	NOM	obsèques
seront	VER:futu	être
célébrées	VER:pper	célébrer
en	PRP	en
l'	DET:ART	le
église	NOM	église
de	PRP	de
saint-laurent	NOM	saint-laurent
,	PUN	,
jeudi	NOM	jeudi
9	NUM	@card@
janvier	NOM	janvier
,	PUN	,
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
suivies	VER:pper	suivre
de	PRP	de
l'	DET:ART	le
inhumation	NOM	inhumation
au	PRP:det	au
cimetière	NOM	cimetière
du	PRP:det	du
village	NOM	village
.	SENT	.
nos	DET:POS	notre
condoléances	NOM	condoléance
.	SENT	.
