c'	PRO:DEM	ce
est	VER:pres	être
une	DET:ART	un
vieille	ADJ	vieux
figure	NOM	figure
lunévilloise	ADJ	lunévilloise
qui	PRO:REL	qui
vient	VER:pres	venir
de	PRP	de
décéder	VER:infi	décéder
en	PRP	en
la	DET:ART	le
personne	NOM	personne
de	PRP	de
m.	ABR	m.
edouard	NOM	edouard
paulissen	ADJ	paulissen
.	SENT	.
né	VER:pper	naître
le	DET:ART	le
28	NUM	@card@
mars	NOM	mars
1915	NUM	@card@
à	PRP	à
lunéville	NAM	Lunéville
,	PUN	,
il	PRO:PER	il
s'	PRO:PER	se
était	VER:impf	être
installé	VER:pper	installer
avec	PRP	avec
son	DET:POS	son
épouse	NOM	épouse
marie-louise	NOM	marie-louise
au	PRP:det	au
faubourg	NOM	faubourg
de	PRP	de
ménil	NOM	ménil
,	PUN	,
où	PRO:REL	où
il	PRO:PER	il
avait	VER:impf	avoir
créé	VER:pper	créer
son	DET:POS	son
entreprise	NOM	entreprise
maraîchère	ADJ	maraîcher
.	SENT	.
le	DET:ART	le
couple	NOM	couple
,	PUN	,
marié	VER:pper	marier
en	PRP	en
1939	NUM	@card@
avait	VER:impf	avoir
eu	VER:pper	avoir
trois	NUM	trois
enfants	NOM	enfant
.	SENT	.
jean-claude	NOM	jean-claude
,	PUN	,
qui	PRO:REL	qui
travaillait	VER:impf	travailler
avec	PRP	avec
son	DET:POS	son
père	NOM	père
,	PUN	,
est	VER:pres	être
malheureusement	ADV	malheureusement
décédé	VER:pper	décéder
en	PRP	en
1983	NUM	@card@
un	DET:ART	un
nouveau	ADJ	nouveau
chagrin	NOM	chagrin
s'	PRO:PER	se
abattit	VER:simp	abattre
sur	PRP	sur
m.	ABR	m.
paulissen	NOM	paulissen
en	PRP	en
1989	NUM	@card@
année	NOM	année
du	PRP:det	du
décès	NOM	décès
de	PRP	de
son	DET:POS	son
épouse	NOM	épouse
.	SENT	.
m.	ABR	m.
paulissen	NOM	paulissen
vécut	VER:simp	vivre
avec	PRP	avec
sa	DET:POS	son
fille	NOM	fille
chantal	ADJ	chantal
,	PUN	,
sa	DET:POS	son
seconde	NUM	second
fille	NOM	fille
,	PUN	,
anne-marie	NOM	anne-marie
,	PUN	,
vivant	VER:ppre	vivre
dans	PRP	dans
le	DET:ART	le
midi	NOM	midi
,	PUN	,
à	PRP	à
vallauris	ADJ	vallauris
,	PUN	,
où	PRO:REL	où
elle	PRO:PER	elle
est	VER:pres	être
actuellement	ADV	actuellement
en	PRP	en
retraite	NOM	retraite
de	PRP	de
l'	DET:ART	le
education	NOM	education
nationale	ADJ	national
.	SENT	.
elle	PRO:PER	elle
avait	VER:impf	avoir
donné	VER:pper	donner
une	DET:ART	un
petite-fille	NOM	petite-fille
à	PRP	à
m.	ABR	m.
paulissen	NOM	paulissen
,	PUN	,
tatiana	VER:simp	tatiana
,	PUN	,
qui	PRO:REL	qui
habite	VER:pres	habiter
à	PRP	à
paris	NOM	pari
.	SENT	.
très	ADV	très
impliqué	VER:pper	impliquer
dans	PRP	dans
la	DET:ART	le
coopérative	NOM	coopérative
maraîchère	ADJ	maraîcher
,	PUN	,
dont	PRO:REL	dont
il	PRO:PER	il
fut	VER:simp	être
un	DET:ART	un
membre	NOM	membre
assidu	ADJ	assidu
,	PUN	,
m.	ABR	m.
paulissen	NOM	paulissen
était	VER:impf	être
resté	VER:pper	rester
un	DET:ART	un
homme	NOM	homme
très	ADV	très
sociable	ADJ	sociable
,	PUN	,
connu	VER:pper	connaître
pour	PRP	pour
sa	DET:POS	son
générosité	NOM	générosité
et	KON	et
sa	DET:POS	son
bonté	NOM	bonté
.	SENT	.
sa	DET:POS	son
santé	NOM	santé
déclinant	ADJ	déclinant
,	PUN	,
il	PRO:PER	il
avait	VER:impf	avoir
dû	VER:pper	devoir
quitter	VER:infi	quitter
son	DET:POS	son
domicile	NOM	domicile
pour	PRP	pour
la	DET:ART	le
maison	NOM	maison
de	PRP	de
retraite	NOM	retraite
de	PRP	de
lunéville	NOM	lunéville
d'	PRP	de
abord	NOM	abord
,	PUN	,
puis	ADV	puis
l'	DET:ART	le
hôpital	NOM	hôpital
de	PRP	de
blâmont	VER:futu	blâmont
,	PUN	,
où	PRO:REL	où
il	PRO:PER	il
est	VER:pres	être
décédé	VER:pper	décéder
jeudi	NOM	jeudi
.	SENT	.
ses	DET:POS	son
obsèques	NOM	obsèques
seront	VER:futu	être
célébrées	VER:pper	célébrer
demain	ADV	demain
lundi	NOM	lundi
à	PRP	à
14	NUM	@card@
h	ABR	heure
,	PUN	,
en	PRP	en
l'	DET:ART	le
église	NOM	église
saint-maur	ADJ	saint-maur
.	SENT	.
nos	DET:POS	notre
condoléances	NOM	condoléance
.	SENT	.
