l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
danielle	ADJ	danielle
noël	NOM	noël
à	PRP	à
woinville	NOM	woinville
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.33	NUM	@card@
.	SENT	.
84	NUM	@card@
fax	NOM	fax
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.37	NUM	@card@
.	SENT	.
00	NUM	@card@
secrétariat	NOM	secrétariat
de	PRP	de
mairie	NOM	mairie
:	PUN	:
vigneulles	NOM	vigneulles
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
creuë	NOM	creuë
de	PRP	de
17	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h.	ABR	h.
codecom	NOM	codecom
de	PRP	de
10	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
16	NUM	@card@
h.	ABR	h.
déchetterie	NOM	déchetterie
cantonale	ADJ	cantonal
:	PUN	:
ouverture	NOM	ouverture
de	PRP	de
9	NUM	@card@
à	PRP	à
12	NUM	@card@
h.	ABR	h.
autres	ADJ	autre
permanences	NOM	permanence
du	PRP:det	du
canton	NOM	canton
:	PUN	:
heudicourt	VER:pres	heudicourt
de	PRP	de
17	NUM	@card@
h	ABR	heure
à	PRP	à
19	NUM	@card@
h	ABR	heure
,	PUN	,
lachaussée	VER:pper	lachaussée
de	PRP	de
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
19	NUM	@card@
h.	ABR	h.
gymnastique	NOM	gymnastique
volontaire	ADJ	volontaire
à	PRP	à
la	DET:ART	le
salle	NOM	salle
saint-rémy	NOM	saint-rémy
à	PRP	à
9	NUM	@card@
h	ABR	heure
15	NUM	@card@
tir	NOM	tir
à	PRP	à
l'	DET:ART	le
arc	NOM	arc
avec	PRP	avec
les	DET:ART	le
archers	NOM	archer
des	PRP:det	du
côtes	NOM	côte
de	PRP	de
meuse	NOM	meuse
à	PRP	à
partir	VER:infi	partir
de	PRP	de
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
la	DET:ART	le
salle	NOM	salle
polyvalente	ADJ	polyvalent
.	SENT	.
