c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
joie	NOM	joie
que	PRO:REL	que
nous	PRO:PER	nous
apprenons	VER:pres	apprendre
la	DET:ART	le
naissance	NOM	naissance
d'	PRP	de
andréa	NOM	andréa
.	SENT	.
le	DET:ART	le
ravissant	ADJ	ravissant
bébé	NOM	bébé
né	VER:pper	naître
mardi	NOM	mardi
4	NUM	@card@
février	NOM	février
à	PRP	à
la	DET:ART	le
clinique	NOM	clinique
l'	DET:ART	le
arc	NOM	arc
en	PRP	en
ciel	NOM	ciel
fait	VER:pres	faire
le	DET:ART	le
bonheur	NOM	bonheur
de	PRP	de
ses	DET:POS	son
parents	NOM	parent|parents
,	PUN	,
jean-claude	NOM	jean-claude
et	KON	et
zaliata	NOM	zaliata
duc	NOM	duc
et	KON	et
de	PRP	de
sa	DET:POS	son
grand-mère	NOM	grand-mère
.	SENT	.
nos	DET:POS	notre
félicitations	NOM	félicitation
aux	PRP:det	au
parents	NOM	parent|parents
.	SENT	.
