c'	PRO:DEM	ce
est	VER:pres	être
devenu	VER:pper	devenir
une	DET:ART	un
tradition	NOM	tradition
et	KON	et
un	DET:ART	un
bonheur	NOM	bonheur
d'	PRP	de
inviter	VER:infi	inviter
,	PUN	,
dans	PRP	dans
la	DET:ART	le
salle	NOM	salle
des	PRP:det	du
fêtes	NOM	fête
,	PUN	,
les	DET:ART	le
anciens	NOM	ancien
de	PRP	de
65	NUM	@card@
ans	NOM	an
et	KON	et
plus	ADV	plus
pour	PRP	pour
déguster	VER:infi	déguster
la	DET:ART	le
galette	NOM	galette
.	SENT	.
«	PUN:cit	«
on	PRO:PER	on
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
intérêt	NOM	intérêt
d'	PRP	de
oublier	VER:infi	oublier
»	PUN:cit	»
souligne	VER:pres	souligner
le	DET:ART	le
maire	NOM	maire
alain	NOM	alain
mougenet	NOM	mougenet
,	PUN	,
«	PUN:cit	«
ils	PRO:PER	il
ont	VER:pres	avoir
tôt	ADV	tôt
fait	VER:pper	faire
de	PRP	de
nous	PRO:PER	nous
rappeler	VER:infi	rappeler
les	DET:ART	le
bonnes	ADJ	bon
habitudes	NOM	habitude
».	VER:subi	».
invités	VER:pper	inviter
également	ADV	également
les	DET:ART	le
six	NUM	six
nouvelles	ADJ	nouveau
familles	NOM	famille
de	PRP	de
deux	NUM	deux
enfants	NOM	enfant
chacune	PRO:IND	chacun
qu'	PRO:REL	que
il	PRO:PER	il
a	VER:pres	avoir
présentées	VER:pper	présenter
aux	PRP:det	au
anciens	NOM	ancien
ainsi	KON	ainsi
qu'	KON	que
aux	PRP:det	au
élus	NOM	élu
.	SENT	.
un	DET:ART	un
hommage	NOM	hommage
affectif	ADJ	affectif
appuyé	VER:pper	appuyer
à	PRP	à
roger	VER:infi	roger
chapatte	VER:pres	chapatte
«	PUN:cit	«
notre	DET:POS	notre
ancien	ADJ	ancien
curé	NOM	curé
»	PUN:cit	»
doyen	NOM	doyen
de	PRP	de
l'	DET:ART	le
assemblée	NOM	assemblée
et	KON	et
du	PRP:det	du
village	NOM	village
,	PUN	,
il	PRO:PER	il
fêtera	VER:futu	fêter
ses	DET:POS	son
87	NUM	@card@
ans	NOM	an
en	PRP	en
2003	NUM	@card@
une	DET:ART	un
pensée	NOM	pensée
également	ADV	également
pour	PRP	pour
angèle	NOM	angèle
devaux	VER:pres	devaux
fêtée	VER:pper	fêter
dignement	ADV	dignement
par	PRP	par
la	DET:ART	le
municipalité	NOM	municipalité
à	PRP	à
l'	DET:ART	le
hôpital	NOM	hôpital
miroudot	ADJ	miroudot
de	PRP	de
villersexel	NOM	villersexel
à	PRP	à
l'	DET:ART	le
occasion	NOM	occasion
de	PRP	de
ses	DET:POS	son
100	NUM	@card@
printemps	NOM	printemps
.	SENT	.
