c'	PRO:DEM	ce
est	VER:pres	être
un	DET:ART	un
petit	ADJ	petit
valentin	NOM	valentin
qui	PRO:REL	qui
vient	VER:pres	venir
d'	PRP	de
apporter	VER:infi	apporter
la	DET:ART	le
joie	NOM	joie
au	PRP:det	au
foyer	NOM	foyer
de	PRP	de
m.	ABR	m.
jean-françois	NOM	jean-françois
bouvard	NOM	bouvard
,	PUN	,
conducteur	NOM	conducteur
d'	PRP	de
engins	NOM	engin
et	KON	et
de	PRP	de
sandrine	NOM	sandrine
côte	NOM	côte
,	PUN	,
aide	NOM	aide
familiale	ADJ	familial
,	PUN	,
fille	NOM	fille
aînée	ADJ	aîné
de	PRP	de
m.	VER:infi	m.
le	DET:ART	le
maire	NOM	maire
de	PRP	de
la	DET:ART	le
commune	NOM	commune
.	SENT	.
nos	DET:POS	notre
félicitations	NOM	félicitation
aux	PRP:det	au
parents	NOM	parent|parents
.	SENT	.
