l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
claude	NOM	claude
mangin	NAM	Mangin
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.13	NUM	@card@
.	SENT	.
59	NUM	@card@
ou	KON	ou
06.09	NUM	@card@
.	SENT	.
26.22	NUM	@card@
.	SENT	.
63	NUM	@card@
;	PUN	;
fax	NOM	fax
03.29	NUM	@card@
.	SENT	.
87.01	NUM	@card@
.	SENT	.
40	NUM	@card@
mairie	NOM	mairie
:	PUN	:
secrétariat	NOM	secrétariat
ouvert	VER:pper	ouvrir
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h.	ABR	h.
permanence	NOM	permanence
en	PRP	en
mairie	NOM	mairie
de	PRP	de
robert	NOM	robert
voisin	ADJ	voisin
(	PUN	(
travaux	NOM	travail
)	PUN	)
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h.	ABR	h.
gym	NOM	gym
volontaire	ADJ	volontaire
:	PUN	:
enfants	NOM	enfant
au	PRP:det	au
gymnase	NOM	gymnase
de	PRP	de
la	DET:ART	le
codecom	NOM	codecom
de	PRP	de
10	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
;	PUN	;
adultes	ADJ	adulte
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
judo	NOM	judo
de	PRP	de
18	NUM	@card@
h	ABR	heure
45	NUM	@card@
à	PRP	à
19	NUM	@card@
h	ABR	heure
45	NUM	@card@
oxygène	NOM	oxygène
:	PUN	:
activités	NOM	activité
au	PRP:det	au
local	NOM	local
,	PUN	,
place	NOM	place
du	PRP:det	du
bosquet	NOM	bosquet
,	PUN	,
de	PRP	de
10	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h.	ABR	h.
office	NOM	office
du	PRP:det	du
tourisme	NOM	tourisme
:	PUN	:
ouvert	VER:pper	ouvrir
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
;	PUN	;
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.20	NUM	@card@
.	SENT	.
80	NUM	@card@
centre	NOM	centre
de	PRP	de
loisirs	NOM	loisir
:	PUN	:
au	PRP:det	au
centre	NOM	centre
social	ADJ	social
et	KON	et
culturel	ADJ	culturel
,	PUN	,
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h.	ABR	h.
décharge	NOM	décharge
municipale	ADJ	municipal
:	PUN	:
ouverte	VER:pper	ouvrir
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
16	NUM	@card@
h.	ABR	h.
bibliothèque	NOM	bibliothèque
:	PUN	:
au	PRP:det	au
pavillon	NOM	pavillon
françois-verdun	ADJ	françois-verdun
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h.	ABR	h.
judo	NOM	judo
:	PUN	:
baby-judo	NOM	baby-judo
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
15	NUM	@card@
h.	ABR	h.
avant-garde	NOM	avant-garde
:	PUN	:
école	NOM	école
de	PRP	de
tir	NOM	tir
de	PRP	de
16	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h.	ABR	h.
aïkido	NOM	aïkido
:	PUN	:
pour	PRP	pour
les	DET:ART	le
enfants	NOM	enfant
,	PUN	,
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
judo	NOM	judo
de	PRP	de
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
tennis	NOM	tennis
de	PRP	de
table	NOM	table
:	PUN	:
au	PRP:det	au
gymnase	NOM	gymnase
de	PRP	de
l'	DET:ART	le
école	NOM	école
primaire	ADJ	primaire
de	PRP	de
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
19	NUM	@card@
h.	ABR	h.
fléchettes	NOM	fléchette
:	PUN	:
entraînement	NOM	entraînement
au	PRP:det	au
local	NOM	local
à	PRP	à
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
