c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
peine	NOM	peine
que	KON	que
la	DET:ART	le
commune	NOM	commune
appris	VER:pper	apprendre
le	DET:ART	le
décès	NOM	décès
de	PRP	de
monique	ADJ	monique
barbier	NOM	barbier
,	PUN	,
à	PRP	à
l'	DET:ART	le
âge	NOM	âge
de	PRP	de
74	NUM	@card@
ans	NOM	an
.	SENT	.
figure	VER:pres	figurer
bien	ADV	bien
connue	VER:pper	connaître
de	PRP	de
la	DET:ART	le
rue	NOM	rue
jean-jaurès	ADJ	jean-jaurès
où	PRO:REL	où
elle	PRO:PER	elle
habitait	VER:impf	habiter
avec	PRP	avec
jacques	NOM	jacque|jacques
,	PUN	,
son	DET:POS	son
époux	NOM	époux
,	PUN	,
elle	PRO:PER	elle
était	VER:impf	être
née	VER:pper	naître
dugny	NAM	dugny
,	PUN	,
le	DET:ART	le
28	NUM	@card@
avril	NOM	avril
1927	NUM	@card@
à	PRP	à
andernay	NOM	andernay
.	SENT	.
elle	PRO:PER	elle
était	VER:impf	être
la	DET:ART	le
quatrième	NUM	quatrième
enfant	NOM	enfant
,	PUN	,
et	KON	et
seule	ADJ	seul
fille	NOM	fille
,	PUN	,
d'	PRP	de
une	DET:ART	un
famille	NOM	famille
de	PRP	de
six	NUM	six
-	PUN	-
deux	NUM	deux
de	PRP	de
ses	DET:POS	son
frères	NOM	frère
sont	VER:pres	être
décédés	VER:pper	décéder
accidentellement	ADV	accidentellement
il	PRO:PER	il
y	PRO:PER	y
a	VER:pres	avoir
quelques	PRO:IND	quelque
années	NOM	année
.	SENT	.
ses	DET:POS	son
parents	NOM	parent|parents
exerçaient	VER:impf	exercer
le	DET:ART	le
métier	NOM	métier
d'	PRP	de
agriculteurs	NOM	agriculteur
.	SENT	.
monique	ADJ	monique
,	PUN	,
qui	PRO:REL	qui
avait	VER:impf	avoir
obtenu	VER:pper	obtenir
un	DET:ART	un
diplôme	NOM	diplôme
de	PRP	de
couturière	NOM	couturière
après	PRP	après
un	DET:ART	un
stage	NOM	stage
au	PRP:det	au
lendemain	NOM	lendemain
de	PRP	de
la	DET:ART	le
guerre	NOM	guerre
,	PUN	,
a	VER:pres	avoir
travaillé	VER:pper	travailler
à	PRP	à
la	DET:ART	le
ferme	ADV	ferme
familiale	ADJ	familial
jusqu'à	NOM	jusqu'à
son	DET:POS	son
mariage	NOM	mariage
le	DET:ART	le
30	NUM	@card@
avril	NOM	avril
1953	NUM	@card@
avec	PRP	avec
jacques	NOM	jacque|jacques
barbier	NOM	barbier
,	PUN	,
un	DET:ART	un
jeune	ADJ	jeune
vassincourtois	NOM	vassincourtois
,	PUN	,
monteur	NOM	monteur
en	PRP	en
chauffage	NOM	chauffage
dans	PRP	dans
une	DET:ART	un
entreprise	NOM	entreprise
locale	ADJ	local
.	SENT	.
ils	PRO:PER	il
auront	VER:futu	avoir
le	DET:ART	le
bonheur	NOM	bonheur
d'	PRP	de
avoir	VER:infi	avoir
trois	NUM	trois
enfants	NOM	enfant
et	KON	et
six	NUM	six
petits-enfants	NOM	petits-enfants
.	SENT	.
outre	ADV	outre
l'	DET:ART	le
occupation	NOM	occupation
que	PRO:REL	que
lui	PRO:PER	lui
procurent	VER:pres	procurer
ses	DET:POS	son
enfants	NOM	enfant
,	PUN	,
monique	ADJ	monique
a	VER:pres	avoir
également	ADV	également
pris	VER:pper	prendre
beaucoup	ADV	beaucoup
de	PRP	de
plaisir	NOM	plaisir
à	PRP	à
s'	PRO:PER	se
investir	VER:infi	investir
dans	PRP	dans
la	DET:ART	le
vie	NOM	vie
associative	ADJ	associatif
locale	ADJ	local
,	PUN	,
notamment	ADV	notamment
au	PRP:det	au
sein	NOM	sein
de	PRP	de
la	DET:ART	le
croix-rouge	NOM	croix-rouge
et	KON	et
du	PRP:det	du
secours	NOM	secours
catholique	ADJ	catholique
.	SENT	.
avec	PRP	avec
l'	DET:ART	le
association	NOM	association
de	PRP	de
loisirs	NOM	loisir
des	PRP:det	du
retraités	NOM	retraité
revinéens	ADJ	revinéens
,	PUN	,
elle	PRO:PER	elle
aimait	VER:impf	aimer
s'	PRO:PER	se
occuper	VER:infi	occuper
des	PRP:det	du
sorties	NOM	sortie
à	PRP	à
la	DET:ART	le
piscine	NOM	piscine
.	SENT	.
proche	ADJ	proche
des	PRP:det	du
autres	ADJ	autre
,	PUN	,
elle	PRO:PER	elle
donnait	VER:impf	donner
son	DET:POS	son
sang	NOM	sang
-	PUN	-
médaillée	VER:pper	médailler
d'	PRP	de
ailleurs	ADV	ailleurs
pour	PRP	pour
sa	DET:POS	son
régularité	NOM	régularité
-	PUN	-
;	PUN	;
alors	ADV	alors
qu'	KON	que
elle	PRO:PER	elle
ne	ADV	ne
pouvait	VER:impf	pouvoir
plus	ADV	plus
,	PUN	,
elle	PRO:PER	elle
aidait	VER:impf	aider
à	PRP	à
préparer	VER:infi	préparer
le	DET:ART	le
réconfort	NOM	réconfort
des	PRP:det	du
autres	ADJ	autre
donneurs	NOM	donneur
.	SENT	.
bien	ADV	bien
avant	PRP	avant
la	DET:ART	le
retraite	NOM	retraite
,	PUN	,
elle	PRO:PER	elle
entretenait	VER:impf	entretenir
avec	PRP	avec
ardeur	NOM	ardeur
son	DET:POS	son
jardin	NOM	jardin
,	PUN	,
mais	KON	mais
laissait	VER:impf	laisser
de	PRP	de
la	DET:ART	le
place	NOM	place
aux	PRP:det	au
loisirs	NOM	loisir
,	PUN	,
visitant	VER:ppre	visiter
le	DET:ART	le
monde	NOM	monde
avec	PRP	avec
son	DET:POS	son
mari	NOM	mari
,	PUN	,
jusqu'en	NOM	jusqu'en
tunisie	ADJ	tunisie
,	PUN	,
yougoslavie	NOM	yougoslavie
,	PUN	,
aux	PRP:det	au
antilles	NOM	antilles
ou	KON	ou
encore	ADV	encore
au	PRP:det	au
canada	NOM	canada
.	SENT	.
hélas	INT	hélas
,	PUN	,
la	DET:ART	le
maladie	NOM	maladie
est	VER:pres	être
venue	VER:pper	venir
tout	ADV	tout
gâcher	VER:infi	gâcher
prématurément	ADV	prématurément
et	KON	et
en	PRP	en
octobre	NOM	octobre
2000	NUM	@card@
que	KON	que
jacques	NOM	jacque|jacques
s'	PRO:PER	se
est	VER:pres	être
rendu	VER:pper	rendre
à	PRP	à
l'	DET:ART	le
évidence	NOM	évidence
qu'	PRO:REL	que
elle	PRO:PER	elle
devait	VER:impf	devoir
être	VER:infi	être
hospitalisée	VER:pper	hospitaliser
,	PUN	,
les	DET:ART	le
symptômes	NOM	symptôme
de	PRP	de
la	DET:ART	le
maladie	NOM	maladie
d'	PRP	de
alzheimer	NOM	alzheimer
ayant	VER:ppre	avoir
été	VER:pper	être
diagnostiqués	VER:pper	diagnostiquer
.	SENT	.
depuis	PRP	depuis
,	PUN	,
son	DET:POS	son
mari	NOM	mari
s'	PRO:PER	se
investissait	VER:impf	investir
fortement	ADV	fortement
auprès	ADV	auprès
d'	PRP	de
elle	PRO:PER	elle
,	PUN	,
principalement	ADV	principalement
au	PRP:det	au
sein	NOM	sein
de	PRP	de
l'	DET:ART	le
association	NOM	association
alzheimer	VER:infi	alzheimer
55	NUM	@card@
dont	PRO:REL	dont
il	PRO:PER	il
est	VER:pres	être
membre	NOM	membre
à	PRP	à
l'	DET:ART	le
hôpital	NOM	hôpital
de	PRP	de
bar-le-duc	NOM	bar-le-duc
;	PUN	;
et	KON	et
à	PRP	à
qui	PRO:REL	qui
chacun	PRO:IND	chacun
pourra	VER:futu	pouvoir
effectuer	VER:infi	effectuer
un	DET:ART	un
don	NOM	don
en	PRP	en
guise	NOM	guise
de	PRP	de
dernier	ADJ	dernier
adieu	NOM	adieu
à	PRP	à
monique	NOM	monique
-	PUN	-
sa	DET:POS	son
famille	NOM	famille
ne	ADV	ne
souhaitant	VER:ppre	souhaiter
pas	ADV	pas
d'	PRP	de
autre	ADJ	autre
forme	NOM	forme
de	PRP	de
manifestation	NOM	manifestation
avant	PRP	avant
sa	DET:POS	son
crémation	NOM	crémation
,	PUN	,
qui	PRO:REL	qui
suivra	VER:futu	suivre
les	DET:ART	le
obsèques	NOM	obsèques
célébrées	VER:pper	célébrer
aujourd'hui	ADV	aujourd'hui
à	PRP	à
15	NUM	@card@
heures	NOM	heure
,	PUN	,
en	PRP	en
l'	DET:ART	le
église	NOM	église
saint-joseph	ADJ	saint-joseph
.	SENT	.
nos	DET:POS	notre
condoléances	NOM	condoléance
.	SENT	.
