c'	PRO:DEM	ce
est	VER:pres	être
alain	NOM	alain
chanard	ADJ	chanard
,	PUN	,
formateur	ADJ	formateur
à	PRP	à
trajectoire	NOM	trajectoire
formation	NOM	formation
et	KON	et
animateur	NOM	animateur
au	PRP:det	au
celavar	NOM	celavar
(	PUN	(
réseau	NOM	réseau
national	ADJ	national
de	PRP	de
structures	NOM	structure
de	PRP	de
développement	NOM	développement
social	ADJ	social
),	NOM	),
qui	PRO:REL	qui
a	VER:pres	avoir
eu	VER:pper	avoir
l'	DET:ART	le
honneur	NOM	honneur
d'	PRP	de
animer	VER:infi	animer
le	DET:ART	le
premier	NUM	premier
café	NOM	café
citoyen	NOM	citoyen
de	PRP	de
l'	DET:ART	le
année	NOM	année
,	PUN	,
vendredi	NOM	vendredi
à	PRP	à
la	DET:ART	le
mjc	NOM	mjc
.	SENT	.
le	DET:ART	le
thème	NOM	thème
retenu	ADJ	retenu
«	PUN:cit	«
quelle	PRO:REL	quel
place	VER:pres	placer
pour	PRP	pour
les	DET:ART	le
citoyens	NOM	citoyen
dans	PRP	dans
le	DET:ART	le
développement	NOM	développement
de	PRP	de
l'	DET:ART	le
intercommunalité	NOM	intercommunalité
?	SENT	?
»	PUN:cit	»
avait	VER:impf	avoir
réuni	VER:pper	réunir
une	DET:ART	un
vingtaine	NOM	vingtaine
de	PRP	de
personnes	NOM	personne
parmi	PRP	parmi
lesquelles	PRO:REL	lequel
on	PRO:PER	on
a	VER:pres	avoir
pu	VER:pper	pouvoir
remarquer	VER:infi	remarquer
quelques	PRO:IND	quelque
membres	NOM	membre
de	PRP	de
l'	DET:ART	le
ancienne	ADJ	ancien
municipalité	NOM	municipalité
.	SENT	.
alain	NOM	alain
chanard	ADJ	chanard
a	VER:pres	avoir
mené	VER:pper	mener
les	DET:ART	le
débats	NOM	débat
en	PRP	en
posant	VER:ppre	poser
la	DET:ART	le
question	NOM	question
de	PRP	de
la	DET:ART	le
place	NOM	place
de	PRP	de
la	DET:ART	le
citoyenneté	NOM	citoyenneté
dans	PRP	dans
les	DET:ART	le
divers	ADJ	divers
choix	NOM	choix
de	PRP	de
développement	NOM	développement
qui	PRO:REL	qui
conditionnent	VER:pres	conditionner
l'	DET:ART	le
avenir	NOM	avenir
tant	ADV	tant
local	ADJ	local
que	KON	que
global	ADJ	global
.	SENT	.
«	PUN:cit	«
dans	PRP	dans
le	DET:ART	le
pays	NOM	pays
de	PRP	de
montbéliard	NOM	montbéliard
,	PUN	,
la	DET:ART	le
question	NOM	question
est	VER:pres	être
particulièrement	ADV	particulièrement
perceptible	ADJ	perceptible
et	KON	et
l'	PRO:PER	la|le
on	PRO:PER	on
peut	VER:pres	pouvoir
constater	VER:infi	constater
que	KON	que
les	DET:ART	le
habitants	NOM	habitant
sont	VER:pres	être
de	PRP	de
plus	ADV	plus
en	PRP	en
plus	ADV	plus
éloignés	VER:pper	éloigner
,	PUN	,
pour	KON	pour
ne	ADV	ne
pas	ADV	pas
dire	VER:infi	dire
écartés	VER:pper	écarter
,	PUN	,
des	PRP:det	du
débats	NOM	débat
autour	ADV	autour
des	PRP:det	du
enjeux	NOM	enjeu
économique	ADJ	économique
,	PUN	,
sociaux	ADJ	social
et	KON	et
culturels	ADJ	culturel
»,	NOM	»,
a-t-il	ADJ	a-t-il
souligné	VER:pper	souligner
.	SENT	.
avant	PRP	avant
d'	PRP	de
inviter	VER:infi	inviter
l'	DET:ART	le
assistance	NOM	assistance
à	PRP	à
réfléchir	VER:infi	réfléchir
aux	PRP:det	au
moyens	NOM	moyen
d'	PRP	de
impliquer	VER:infi	impliquer
la	DET:ART	le
population	NOM	population
dans	PRP	dans
les	DET:ART	le
enjeux	NOM	enjeu
de	PRP	de
la	DET:ART	le
démocratie	NOM	démocratie
locale	ADJ	local
.	SENT	.
